Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Abu-APnd_001-Ex1-4E-lcwgs-1-T	78626.0	2396.0	4.0	12.0	1196.0	0.0
Abu-APnd_002-Ex1-4F-lcwgs-1-T	1388156.0	20060.0	302.0	68.0	14746.0	0.0
Abu-APnd_003-Ex1-4G-lcwgs-1-T	13363544.0	310354.0	3166.0	2218.0	184168.0	0.0
Abu-APnd_004-Ex1-4H-lcwgs-1-T	115866.0	2526.0	34.0	4.0	1502.0	0.0
Abu-APnd_005-Ex1-5A-lcwgs-1-T	1087316.0	16294.0	260.0	40.0	20474.0	0.0
Abu-APnd_006-Ex1-5B-lcwgs-1-T	999376.0	14200.0	222.0	62.0	18400.0	0.0
Abu-APnd_007-Ex1-5C-lcwgs-1-T	7032.0	376.0	2.0	0.0	132.0	0.0
Abu-APnd_008-Ex1-5D-lcwgs-1-T	26820.0	1334.0	4.0	4.0	936.0	0.0
Abu-APnd_009-Ex1-5E-lcwgs-1-T	3262480.0	83406.0	692.0	832.0	87368.0	0.0
Abu-APnd_010-Ex1-5F-lcwgs-1-T	246340.0	7418.0	54.0	18.0	5416.0	0.0
Abu-APnd_011-Ex1-5G-lcwgs-1-T	660018.0	9362.0	146.0	4.0	17924.0	0.0
Abu-APnd_012-Ex1-5H-lcwgs-1-T	59466.0	1154.0	6.0	14.0	912.0	0.0
Abu-APnd_013-Ex1-6A-lcwgs-1-T	1740156.0	31056.0	438.0	152.0	14858.0	0.0
Abu-APnd_014-Ex1-6B-lcwgs-1-T	9255954.0	129976.0	2090.0	276.0	80846.0	0.0
Abu-APnd_015-Ex1-6C-lcwgs-1-T	544404.0	10338.0	134.0	54.0	3818.0	0.0
Abu-APnd_016-Ex1-6D-lcwgs-1-T	538774.0	11618.0	116.0	42.0	9164.0	0.0
Abu-APnd_017-Ex1-6E-lcwgs-1-T	41223552.0	742654.0	9736.0	4280.0	647812.0	0.0
Abu-APnd_018-Ex1-6F-lcwgs-1-T	3793960.0	67522.0	864.0	574.0	60532.0	0.0
Abu-APnd_019-Ex1-6G-lcwgs-1-T	2618230.0	35482.0	562.0	216.0	61606.0	0.0
Abu-APnd_020-Ex1-6H-lcwgs-1-T	187084.0	5104.0	46.0	10.0	2416.0	0.0
Abu-APnd_021-Ex1-8E-lcwgs-1-T	2204920.0	30824.0	530.0	74.0	14052.0	0.0
Abu-APnd_022-Ex1-8F-lcwgs-1-T	7553058.0	99986.0	1694.0	654.0	68444.0	0.0
Abu-APnd_023-Ex1-8G-lcwgs-1-T	794646.0	13456.0	164.0	58.0	45692.0	0.0
Abu-APnd_024-Ex1-8H-lcwgs-1-T	6431236.0	103090.0	1522.0	536.0	59754.0	0.0
Abu-APnd_025-Ex1-7E-lcwgs-1-T	4737430.0	68810.0	1072.0	258.0	110886.0	0.0
Abu-APnd_026-Ex1-7F-lcwgs-1-T	611098.0	7072.0	148.0	6.0	5182.0	0.0
Abu-APnd_027-Ex1-7G-lcwgs-1-T	1522660.0	20014.0	350.0	102.0	33078.0	0.0
Abu-APnd_028-Ex1-7H-lcwgs-1-T	529018.0	6744.0	114.0	12.0	8174.0	0.0
Abu-APnd_029-Ex1-8A-lcwgs-1-T	1447776.0	17444.0	328.0	114.0	15964.0	0.0
Abu-APnd_030-Ex1-8B-lcwgs-1-T	6571762.0	76952.0	1496.0	428.0	44412.0	0.0
Abu-APnd_031-Ex1-8C-lcwgs-1-T	234708.0	3308.0	44.0	4.0	1820.0	0.0
Abu-APnd_032-Ex1-8D-lcwgs-1-T	1311922.0	14656.0	318.0	20.0	8480.0	0.0
Abu-APnd_033-Ex1-7A-lcwgs-1-T	314614.0	5114.0	58.0	8.0	4722.0	0.0
Abu-APnd_034-Ex1-7B-lcwgs-1-T	1679946.0	19928.0	382.0	68.0	9300.0	0.0
Abu-APnd_035-Ex1-7C-lcwgs-1-T	12788.0	670.0	4.0	2.0	184.0	0.0
Abu-APnd_036-Ex1-7D-lcwgs-1-T	2172240.0	26870.0	482.0	66.0	20112.0	0.0
Abu-APnd_037-Ex1-9A-lcwgs-1-T	2985290.0	34176.0	634.0	254.0	26950.0	0.0
Abu-APnd_038-Ex1-9B-lcwgs-1-T	6750.0	296.0	4.0	0.0	76.0	0.0
Abu-APnd_039-Ex1-9C-lcwgs-1-T	158166.0	1782.0	40.0	2.0	542.0	0.0
