#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5697659	5572223	97.80	4821	0.08	2339	0.04	15851	0.28	102425	1.80
Ecoli	5697659	5697651	100.00	0	0.00	0	0.00	3	0.00	5	0.00
PhiX	5697659	5697659	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5697659	5697319	99.99	0	0.00	0	0.00	1	0.00	339	0.01
Vectors	5697659	5687864	99.83	2	0.00	0	0.00	551	0.01	9242	0.16
Bacteria_24k	5697659	5629612	98.81	2378	0.04	7834	0.14	7435	0.13	50400	0.88
Protists_1k	5697659	5456973	95.78	21596	0.38	63770	1.12	5233	0.09	150087	2.63
Viruses	5697659	5643894	99.06	584	0.01	93	0.00	5964	0.10	47124	0.83
Fungi_RefSeq_release	5697659	5564388	97.67	3071	0.05	1921	0.03	18461	0.32	109818	1.93
Coral	5697659	5639184	98.97	357	0.01	89	0.00	8348	0.15	49681	0.87
Bird	5697659	5617385	98.59	2045	0.04	492	0.01	14858	0.26	62879	1.10
Plant	5697659	5631005	98.83	396	0.01	90	0.00	9065	0.16	57103	1.00

%Hit_no_genomes: 95.22
