#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2034895	1876390	92.21	85868	4.22	24288	1.19	2241	0.11	46108	2.27
Ecoli	2034895	2034468	99.98	0	0.00	0	0.00	81	0.00	346	0.02
PhiX	2034895	2034895	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2034895	2034879	100.00	0	0.00	0	0.00	0	0.00	16	0.00
Vectors	2034895	2032412	99.87	4	0.00	1	0.00	133	0.01	2345	0.12
Bacteria_24k	2034895	1702740	83.67	69412	3.41	123015	6.05	11715	0.58	128013	6.29
Protists_1k	2034895	1842189	90.53	14031	0.69	7403	0.36	59575	2.93	111697	5.49
Viruses	2034895	2021744	99.35	186	0.01	101	0.00	3592	0.18	9272	0.46
Fungi_RefSeq_release	2034895	1993168	97.95	926	0.05	229	0.01	7923	0.39	32649	1.60
Coral	2034895	2010705	98.81	6	0.00	1	0.00	1212	0.06	22971	1.13
Bird	2034895	2025027	99.51	24	0.00	2	0.00	1324	0.07	8518	0.42
Plant	2034895	2026437	99.59	26	0.00	9	0.00	803	0.04	7620	0.37

%Hit_no_genomes: 75.51
