pos	5pC>T
1	0.0357142857142857
2	0.0341685649202733
3	0.0182815356489945
4	0.0114702815432742
5	0.0107411385606874
6	0.0148911798396334
7	0.017259978425027
8	0.0173824130879346
9	0.0154639175257732
10	0.0230149597238205
11	0.016243654822335
12	0.0139026812313803
13	0.0137659783677483
14	0.0100300902708124
15	0.0146443514644351
16	0.0135275754422477
17	0.0225563909774436
18	0.0188679245283019
19	0.0143884892086331
20	0.016580310880829
21	0.0099403578528827
22	0.0137566137566138
23	0.0112485939257593
24	0.0115424973767051
25	0.0112866817155756
