pos	5pC>T
1	0.00229011606724614
2	0.00623242736644799
3	0.00444643724545081
4	0.00461688339192681
5	0.00395952485701716
6	0.00400343151272519
7	0.0040397621533294
8	0.00343628211038009
9	0.00478334271243669
10	0.00465647112531386
11	0.00375121006776379
12	0.00328270843221009
13	0.00374318496216128
14	0.00325894146281094
15	0.0042467221901542
16	0.00427243025885901
17	0.00373692077727952
18	0.00351129537185887
19	0.00428987921699292
20	0.0042358803986711
21	0.00341567042945807
22	0.00332086258354702
23	0.00425830990573838
24	0.00332863909870695
25	0.00399293880295898
