pos	3pG>A
1	0.00376314689138336
2	0.00512660485021398
3	0.00490547977985164
4	0.00473793307669529
5	0.00462962962962963
6	0.003781058696435
7	0.00487337916630406
8	0.00426474892335995
9	0.00404691113313512
10	0.00449755280215177
11	0.00352039759784635
12	0.00356104948630838
13	0.00369297914306098
14	0.00431016619006175
15	0.00372447271509876
16	0.00375242431908255
17	0.0039752280525567
18	0.00451121419755714
19	0.00410026630595595
20	0.0046159058185822
21	0.00447530218746079
22	0.00391628416220996
23	0.00356113277937935
24	0.00363325496901047
25	0.00356491108941985
