Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Sfa-ABas_001_Ex1_L3_clmp.fp2_r1_screen	21512092	1499872.0	6.98	923.0	0.0	0.0	0.0	76.0	0.0	177068.0	0.8200000000000001	1165208.0	5.41	1098512.0	5.109999999999999	350353.0	1.6199999999999999	646754.0	3.0	371358.0	1.72	460595.0	2.14	379639.0	1.76	18894070	87.83
Sfa-ABas_001_Ex1_L3_clmp.fp2_r2_screen	21512092	1495924.0	6.95	902.0	0.0	0.0	0.0	4.0	0.0	175111.0	0.81	1162423.0	5.4	1096767.0	5.09	346901.0	1.5999999999999999	644465.0	2.9899999999999998	368930.0	1.71	458619.0	2.13	377496.0	1.76	18898372	87.85
Sfa-ABas_002_Ex1_L3_clmp.fp2_r1_screen	20348186	727073.0	3.57	326.0	0.0	0.0	0.0	47.0	0.0	196833.0	0.97	608947.0	2.99	882190.0	4.34	393143.0	1.92	622534.0	3.05	402135.0	1.97	493663.0	2.4299999999999997	426045.0	2.1	19113051	93.93
Sfa-ABas_002_Ex1_L3_clmp.fp2_r2_screen	20348186	724928.0	3.5599999999999996	319.0	0.0	0.0	0.0	1.0	0.0	194492.0	0.9500000000000001	606984.0	2.98	880961.0	4.33	390306.0	1.91	620944.0	3.05	399978.0	1.96	492164.0	2.42	424023.0	2.08	19117120	93.95
Sfa-ABas_003_Ex1_L3_clmp.fp2_r1_screen	19681586	669842.0	3.4000000000000004	412.0	0.0	0.0	0.0	56.0	0.0	149521.0	0.76	592200.0	3.01	783714.0	3.98	286853.0	1.4500000000000002	523752.0	2.66	326452.0	1.66	404273.0	2.05	338135.0	1.72	18427868	93.63
Sfa-ABas_003_Ex1_L3_clmp.fp2_r2_screen	19681586	667468.0	3.4000000000000004	407.0	0.0	0.0	0.0	10.0	0.0	147131.0	0.75	589245.0	3.0	781833.0	3.97	284246.0	1.44	522144.0	2.6399999999999997	324552.0	1.64	401933.0	2.05	336189.0	1.71	18433773	93.66
Sfa-ABas_004_Ex1_L3_clmp.fp2_r1_screen	18346995	500092.0	2.73	83.0	0.0	0.0	0.0	51.0	0.0	135677.0	0.74	322779.0	1.7599999999999998	673985.0	3.6700000000000004	268457.0	1.46	479764.0	2.62	312618.0	1.69	387418.0	2.11	322424.0	1.75	17543396	95.62
Sfa-ABas_004_Ex1_L3_clmp.fp2_r2_screen	18346995	498845.0	2.7199999999999998	79.0	0.0	0.0	0.0	7.0	0.0	134006.0	0.73	321834.0	1.7599999999999998	675593.0	3.68	266422.0	1.4500000000000002	479074.0	2.6100000000000003	311542.0	1.69	387172.0	2.11	321217.0	1.74	17543396	95.62
Sfa-ABas_005_Ex1_L3_clmp.fp2_r1_screen	20928230	591237.0	2.82	66.0	0.0	0.0	0.0	53.0	0.0	145101.0	0.7000000000000001	369836.0	1.7599999999999998	787795.0	3.7600000000000002	314840.0	1.5	558315.0	2.6799999999999997	350418.0	1.67	444177.0	2.12	369070.0	1.76	19990645	95.52
Sfa-ABas_005_Ex1_L3_clmp.fp2_r2_screen	20928230	589705.0	2.81	67.0	0.0	0.0	0.0	11.0	0.0	143884.0	0.6900000000000001	369035.0	1.7599999999999998	788837.0	3.77	312934.0	1.4900000000000002	557240.0	2.67	349408.0	1.67	443232.0	2.12	367902.0	1.75	19992738	95.53
