# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	151	147
+	132	261
+	109	440
+	112	429
+	103	427
+	90	514
+	172	83
+	100	504
+	114	399
+	76	573
+	183	61
+	75	585
+	161	121
+	134	263
+	130	291
+	80	560
+	211	30
+	99	518
+	58	216
+	163	147
+	106	455
+	84	585
+	129	289
+	83	625
+	67	449
+	101	537
+	71	497
+	86	537
+	104	489
+	121	347
+	96	539
+	91	593
+	118	383
+	210	27
+	85	524
+	93	533
+	115	390
+	125	310
+	131	263
+	179	81
+	92	547
+	95	538
+	200	33
+	82	558
+	160	119
+	154	144
+	52	179
+	98	540
+	137	225
+	60	310
+	180	78
+	123	334
+	127	313
+	143	193
+	46	148
+	110	464
+	74	568
+	78	583
+	124	307
+	182	61
+	94	538
+	97	522
+	139	234
+	113	417
+	136	240
+	36	63
+	145	183
+	184	56
+	61	285
+	68	466
+	111	396
+	126	312
+	165	113
+	79	566
+	138	243
+	87	528
+	77	493
+	133	243
+	72	551
+	102	483
+	69	512
+	88	565
+	142	202
+	150	167
+	55	181
+	59	232
+	116	364
+	178	73
+	120	332
+	105	479
+	122	344
+	62	319
+	193	48
+	135	262
+	51	154
+	65	384
+	185	62
+	173	76
+	66	431
+	63	361
+	35	41
+	187	50
+	41	77
+	64	365
+	175	77
+	81	636
+	169	95
+	117	384
+	108	407
+	147	215
+	73	533
+	140	212
+	197	42
+	174	69
+	70	496
+	128	283
+	144	231
+	219	20
+	168	111
+	159	124
+	89	581
+	44	104
+	196	47
+	204	29
+	170	91
+	232	16
+	207	29
+	39	81
+	119	372
+	57	192
+	45	136
+	198	31
+	107	467
+	40	90
+	146	179
+	42	99
+	256	5
+	177	79
+	229	13
+	148	196
+	34	35
+	49	143
+	56	206
+	47	130
+	152	161
+	209	26
+	50	125
+	188	69
+	53	176
+	212	26
+	149	164
+	191	51
+	54	181
+	162	112
+	153	158
+	37	51
+	176	85
+	155	156
+	186	67
+	218	13
+	192	43
+	206	32
+	252	8
+	171	90
+	164	100
+	43	98
+	141	211
+	166	104
+	222	14
+	30	25
+	157	152
+	167	102
+	190	48
+	208	32
+	217	28
+	240	10
+	214	17
+	237	7
+	201	36
+	199	28
+	213	21
+	156	126
+	38	69
+	223	17
+	158	154
+	195	41
+	181	64
+	239	13
+	48	146
+	224	13
+	215	18
+	248	7
+	32	21
+	227	12
+	28	7
+	234	10
+	29	16
+	205	28
+	194	47
+	25	2
+	33	33
+	189	47
+	241	7
+	220	13
+	216	21
+	202	30
+	259	7
+	203	27
+	31	22
+	221	18
+	236	14
+	244	9
+	258	4
+	235	12
+	230	9
+	242	9
+	238	12
+	251	4
+	226	13
+	225	12
+	27	5
+	250	7
+	249	5
+	243	8
+	257	7
+	246	6
+	247	3
+	233	8
+	253	6
+	228	15
+	254	3
+	26	4
+	231	11
+	245	8
+	255	5
-	72	522
-	86	510
-	78	577
-	137	244
-	89	517
-	51	176
-	65	385
-	58	252
-	138	214
-	109	434
-	100	480
-	80	555
-	105	479
-	202	33
-	127	311
-	174	97
-	33	42
-	60	282
-	95	497
-	98	525
-	122	328
-	88	552
-	102	461
-	114	379
-	57	216
-	68	465
-	94	500
-	163	124
-	154	162
-	70	467
-	76	528
-	82	559
-	75	582
-	108	453
-	79	594
-	87	557
-	132	265
-	136	192
-	106	439
-	123	324
-	167	107
-	66	450
-	184	59
-	67	481
-	54	167
-	104	490
-	116	378
-	101	465
-	96	485
-	156	146
-	84	525
-	148	192
-	107	457
-	157	131
-	103	456
-	110	455
-	97	505
-	143	187
-	92	554
-	149	175
-	187	62
-	64	387
-	69	500
-	42	105
-	99	507
-	117	364
-	71	532
-	91	514
-	77	546
-	124	317
-	59	272
-	166	119
-	162	127
-	229	15
-	112	413
-	111	392
-	83	570
-	113	407
-	178	92
-	158	136
-	85	553
-	48	143
-	39	108
-	179	86
-	61	266
-	169	108
-	172	98
-	180	70
-	131	320
-	145	204
-	168	94
-	160	98
