Sample	140	141	142	143	144	145	146	147	148	149	150
Sne-ATaw_001-Ex1-lcwgs.clmp.fp2_repr.R1	127321.0	133706.0	119512.0	114142.0	111963.0	112717.0	106274.0	107627.0	120503.0	251695.0	3663178.0
Sne-ATaw_001-Ex1-lcwgs.clmp.fp2_repr.R2	129893.0	133669.0	119273.0	113830.0	112247.0	112456.0	107756.0	112804.0	140046.0	379893.0	3506771.0
Sne-ATaw_002-Ex1-lcwgs.clmp.fp2_repr.R1	45634.0	50682.0	52498.0	55030.0	59280.0	62872.0	60109.0	66352.0	92312.0	288246.0	4907549.0
Sne-ATaw_002-Ex1-lcwgs.clmp.fp2_repr.R2	46674.0	50611.0	52218.0	55004.0	59286.0	63251.0	62221.0	73201.0	122116.0	500770.0	4655212.0
Sne-ATaw_003-Ex1-lcwgs.clmp.fp2_repr.R1	152779.0	171290.0	168510.0	171411.0	187391.0	206473.0	195546.0	230136.0	344969.0	1168636.0	19523747.0
Sne-ATaw_003-Ex1-lcwgs.clmp.fp2_repr.R2	156778.0	170878.0	167321.0	171089.0	186763.0	206414.0	204898.0	261175.0	475350.0	2075251.0	18444971.0
Sne-ATaw_004-Ex1-lcwgs.clmp.fp2_repr.R1	116269.0	122081.0	110023.0	105003.0	103250.0	103345.0	97096.0	97609.0	111039.0	231244.0	3453979.0
Sne-ATaw_004-Ex1-lcwgs.clmp.fp2_repr.R2	118447.0	121852.0	109839.0	104755.0	103054.0	103441.0	98472.0	102059.0	128265.0	341904.0	3318850.0
Sne-ATaw_005-Ex1-lcwgs.clmp.fp2_repr.R1	147743.0	156729.0	140242.0	133327.0	132007.0	135064.0	124634.0	127613.0	148659.0	340500.0	5512426.0
Sne-ATaw_005-Ex1-lcwgs.clmp.fp2_repr.R2	150536.0	156554.0	139999.0	133290.0	132147.0	134981.0	127242.0	135932.0	180320.0	546702.0	5261241.0
Sne-ATaw_006-Ex1-lcwgs.clmp.fp2_repr.R1	105747.0	110450.0	104257.0	101199.0	99856.0	100998.0	91799.0	94262.0	109620.0	234108.0	3704990.0
Sne-ATaw_006-Ex1-lcwgs.clmp.fp2_repr.R2	107835.0	110021.0	103495.0	100791.0	99534.0	100799.0	93818.0	100081.0	132658.0	380210.0	3528044.0
Sne-ATaw_007-Ex1-lcwgs.clmp.fp2_repr.R1	25410.0	27174.0	26333.0	26142.0	26238.0	27223.0	25316.0	26419.0	34287.0	94320.0	1546691.0
Sne-ATaw_007-Ex1-lcwgs.clmp.fp2_repr.R2	25983.0	27074.0	26273.0	26122.0	26304.0	27224.0	25922.0	28566.0	42652.0	156985.0	1472448.0
Sne-ATaw_008-Ex1-lcwgs.clmp.fp2_repr.R1	88770.0	91367.0	86491.0	83519.0	81325.0	82024.0	76181.0	76816.0	87625.0	186801.0	2995212.0
Sne-ATaw_008-Ex1-lcwgs.clmp.fp2_repr.R2	90290.0	91222.0	86418.0	83325.0	81285.0	82142.0	77258.0	80450.0	102177.0	287232.0	2874332.0
Sne-ATaw_009-Ex1-lcwgs.clmp.fp2_repr.R1	164227.0	172417.0	155614.0	148637.0	145573.0	145906.0	138801.0	139721.0	157879.0	329983.0	4732386.0
Sne-ATaw_009-Ex1-lcwgs.clmp.fp2_repr.R2	167779.0	171818.0	155381.0	148040.0	145303.0	145682.0	141071.0	146321.0	183357.0	493823.0	4532569.0
Sne-ATaw_010-Ex1-lcwgs.clmp.fp2_repr.R1	108302.0	114048.0	107272.0	104490.0	102942.0	105992.0	99572.0	102519.0	123150.0	294216.0	4657960.0
Sne-ATaw_010-Ex1-lcwgs.clmp.fp2_repr.R2	109985.0	113971.0	106864.0	104069.0	102668.0	105697.0	101495.0	108677.0	148977.0	474972.0	4443088.0
Sne-ATaw_011-Ex1-lcwgs.clmp.fp2_repr.R1	146525.0	150968.0	138056.0	130789.0	127893.0	126720.0	118404.0	119059.0	130321.0	250141.0	2976614.0
Sne-ATaw_011-Ex1-lcwgs.clmp.fp2_repr.R2	148565.0	150641.0	137098.0	129782.0	126906.0	125957.0	119560.0	122473.0	142979.0	334544.0	2876985.0
Sne-ATaw_012-Ex1-lcwgs.clmp.fp2_repr.R1	87226.0	93110.0	88626.0	88446.0	89425.0	91550.0	87047.0	91792.0	113801.0	294967.0	4364298.0
Sne-ATaw_012-Ex1-lcwgs.clmp.fp2_repr.R2	88951.0	93297.0	88524.0	88413.0	89311.0	91388.0	88710.0	96925.0	134180.0	447784.0	4182805.0
Sne-ATaw_013-Ex1-lcwgs.clmp.fp2_repr.R1	71778.0	74228.0	67447.0	64630.0	63024.0	63092.0	59046.0	59280.0	66860.0	141218.0	1848513.0
Sne-ATaw_013-Ex1-lcwgs.clmp.fp2_repr.R2	72926.0	74143.0	67417.0	64402.0	62896.0	62866.0	59860.0	61576.0	75921.0	203591.0	1773518.0
Sne-ATaw_014-Ex1-lcwgs.clmp.fp2_repr.R1	139322.0	147316.0	132786.0	125697.0	124570.0	125541.0	118518.0	120084.0	140697.0	316647.0	4685513.0
Sne-ATaw_014-Ex1-lcwgs.clmp.fp2_repr.R2	142128.0	146808.0	132001.0	124967.0	123873.0	124936.0	120805.0	127002.0	167458.0	485089.0	4481624.0
Sne-ATaw_015-Ex1-lcwgs.clmp.fp2_repr.R1	49135.0	51691.0	49372.0	47924.0	48441.0	48751.0	44399.0	46634.0	60119.0	162166.0	2510458.0
Sne-ATaw_015-Ex1-lcwgs.clmp.fp2_repr.R2	50105.0	51664.0	49361.0	47867.0	48484.0	48918.0	45714.0	50728.0	75481.0	257576.0	2393192.0
Sne-ATaw_016-Ex1-lcwgs.clmp.fp2_repr.R1	85160.0	88580.0	80562.0	77168.0	76167.0	76351.0	70240.0	72217.0	83879.0	186024.0	2642793.0
Sne-ATaw_016-Ex1-lcwgs.clmp.fp2_repr.R2	86677.0	88524.0	80638.0	76854.0	75918.0	76187.0	71519.0	75412.0	96623.0	269273.0	2541516.0
Sne-ATaw_017-Ex1-lcwgs.clmp.fp2_repr.R1	163511.0	171140.0	154350.0	147565.0	144002.0	145226.0	138015.0	138928.0	154893.0	319290.0	4906787.0
Sne-ATaw_017-Ex1-lcwgs.clmp.fp2_repr.R2	167050.0	170854.0	154128.0	147446.0	143948.0	145054.0	140460.0	146478.0	184955.0	513776.0	4669558.0
