pos	5pC>T
1	0.0227618886444407
2	0.0293855743544078
3	0.0146008739209208
4	0.0139701492537313
5	0.0142549113560134
6	0.0187667560321716
7	0.0173913043478261
8	0.0182783747066815
9	0.0134292565947242
10	0.0203104786545925
11	0.0124519958105435
12	0.0142659917165209
13	0.01417004048583
14	0.015975975975976
15	0.012779552715655
16	0.0160009624639076
17	0.0144927536231884
18	0.0150711357607909
19	0.0148681055155875
20	0.0128812735447807
21	0.0131041115652801
22	0.0122640375135265
23	0.0158885358103153
24	0.0138254388074056
25	0.0128205128205128
