Sample	Unique Reads	Duplicate Reads
Cha-APnd_001-Ex1-1A-lcwgs-1-1.clmp.fp2_repr.R1	236106.0	17229.0
Cha-APnd_001-Ex1-1A-lcwgs-1-1.clmp.fp2_repr.R2	239804.0	13531.0
Cha-APnd_002-Ex1-1B-lcwgs-1-1.clmp.fp2_repr.R1	212390.0	13563.0
Cha-APnd_002-Ex1-1B-lcwgs-1-1.clmp.fp2_repr.R2	215853.0	10100.0
Cha-APnd_003-Ex1-1C-lcwgs-1-1.clmp.fp2_repr.R1	1791264.0	43946.0
Cha-APnd_003-Ex1-1C-lcwgs-1-1.clmp.fp2_repr.R2	1799785.0	35425.0
Cha-APnd_004-Ex1-1D-lcwgs-1-1.clmp.fp2_repr.R1	1455926.0	61630.0
Cha-APnd_004-Ex1-1D-lcwgs-1-1.clmp.fp2_repr.R2	1469692.0	47864.0
Cha-APnd_005-Ex1-1E-lcwgs-1-1.clmp.fp2_repr.R1	1631802.0	57170.0
Cha-APnd_005-Ex1-1E-lcwgs-1-1.clmp.fp2_repr.R2	1645098.0	43874.0
Cha-APnd_006-Ex1-1F-lcwgs-1-1.clmp.fp2_repr.R1	391483.0	30857.0
Cha-APnd_006-Ex1-1F-lcwgs-1-1.clmp.fp2_repr.R2	397715.0	24625.0
Cha-APnd_007-Ex1-1G-lcwgs-1-1.clmp.fp2_repr.R1	509284.0	12847.0
Cha-APnd_007-Ex1-1G-lcwgs-1-1.clmp.fp2_repr.R2	511729.0	10402.0
Cha-APnd_008-Ex1-1H-lcwgs-1-1.clmp.fp2_repr.R1	1804014.0	67680.0
Cha-APnd_008-Ex1-1H-lcwgs-1-1.clmp.fp2_repr.R2	1817384.0	54310.0
Cha-APnd_009-Ex1-2A-lcwgs-1-1.clmp.fp2_repr.R1	1336096.0	59050.0
Cha-APnd_009-Ex1-2A-lcwgs-1-1.clmp.fp2_repr.R2	1348223.0	46923.0
Cha-APnd_010-Ex1-2B-lcwgs-1-1.clmp.fp2_repr.R1	827975.0	28445.0
Cha-APnd_010-Ex1-2B-lcwgs-1-1.clmp.fp2_repr.R2	833897.0	22523.0
Cha-APnd_011-Ex1-2C-lcwgs-1-1.clmp.fp2_repr.R1	682882.0	40615.0
Cha-APnd_011-Ex1-2C-lcwgs-1-1.clmp.fp2_repr.R2	690740.0	32757.0
