#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1566466	1517918	96.90	3173	0.20	798	0.05	2494	0.16	42083	2.69
Ecoli	1566466	1566360	99.99	0	0.00	0	0.00	14	0.00	92	0.01
PhiX	1566466	1566466	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1566466	1564975	99.90	0	0.00	0	0.00	0	0.00	1491	0.10
Vectors	1566466	1563368	99.80	0	0.00	2	0.00	122	0.01	2974	0.19
Bacteria_24k	1566466	1456686	92.99	13944	0.89	42917	2.74	2351	0.15	50568	3.23
Protists_1k	1566466	1488125	95.00	4395	0.28	5639	0.36	9810	0.63	58497	3.73
Viruses	1566466	1533500	97.90	32	0.00	18	0.00	1780	0.11	31136	1.99
Fungi_RefSeq_release	1566466	1518383	96.93	969	0.06	242	0.02	3430	0.22	43442	2.77
Coral	1566466	1532063	97.80	102	0.01	42	0.00	1902	0.12	32357	2.07
Bird	1566466	1527499	97.52	348	0.02	70	0.00	2581	0.16	35968	2.30
Plant	1566466	1532560	97.83	106	0.01	26	0.00	2028	0.13	31746	2.03

%Hit_no_genomes: 90.91
