#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	688609	672509	97.66	402	0.06	125	0.02	1124	0.16	14449	2.10
Ecoli	688609	688607	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	688609	688609	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	688609	688582	100.00	0	0.00	0	0.00	4	0.00	23	0.00
Vectors	688609	687275	99.80	2	0.00	0	0.00	48	0.01	1284	0.19
Bacteria_24k	688609	677801	98.43	416	0.06	631	0.09	839	0.12	8922	1.30
Protists_1k	688609	665030	96.57	1553	0.23	3357	0.49	563	0.08	18106	2.63
Viruses	688609	679527	98.69	23	0.00	10	0.00	1112	0.16	7937	1.15
Fungi_RefSeq_release	688609	672738	97.70	287	0.04	189	0.03	1400	0.20	13995	2.03
Coral	688609	679887	98.73	41	0.01	21	0.00	829	0.12	7831	1.14
Bird	688609	676919	98.31	225	0.03	83	0.01	1850	0.27	9532	1.38
Plant	688609	679345	98.66	48	0.01	16	0.00	975	0.14	8225	1.19

%Hit_no_genomes: 96.14
