#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	417714	411721	98.56	493	0.12	122	0.03	543	0.13	4835	1.16
Ecoli	417714	417714	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	417714	417714	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	417714	417704	100.00	0	0.00	0	0.00	1	0.00	9	0.00
Vectors	417714	417406	99.92	0	0.00	0	0.00	35	0.01	273	0.07
Bacteria_24k	417714	411891	98.61	382	0.09	1310	0.31	356	0.09	3775	0.90
Protists_1k	417714	407880	97.65	803	0.19	1598	0.38	708	0.17	6725	1.61
Viruses	417714	414905	99.33	12	0.00	0	0.00	430	0.10	2367	0.57
Fungi_RefSeq_release	417714	411746	98.57	154	0.04	98	0.02	649	0.16	5067	1.21
Coral	417714	414459	99.22	34	0.01	6	0.00	378	0.09	2837	0.68
Bird	417714	413512	99.00	119	0.03	37	0.01	686	0.16	3360	0.80
Plant	417714	414676	99.26	21	0.01	5	0.00	442	0.11	2570	0.62

%Hit_no_genomes: 96.91
