#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	788077	774341	98.25	473	0.06	134	0.02	1183	0.15	11946	1.52
Ecoli	788077	788075	100.00	0	0.00	0	0.00	1	0.00	1	0.00
PhiX	788077	788077	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	788077	787775	99.96	0	0.00	0	0.00	1	0.00	301	0.04
Vectors	788077	786458	99.79	3	0.00	0	0.00	70	0.01	1546	0.20
Bacteria_24k	788077	779076	98.86	225	0.03	420	0.05	631	0.08	7725	0.98
Protists_1k	788077	767571	97.39	1538	0.20	3068	0.39	557	0.07	15343	1.95
Viruses	788077	780676	99.07	18	0.00	8	0.00	808	0.10	6567	0.83
Fungi_RefSeq_release	788077	774136	98.22	279	0.04	122	0.02	1434	0.18	12106	1.54
Coral	788077	779985	98.97	44	0.01	24	0.00	832	0.11	7192	0.91
Bird	788077	777743	98.69	228	0.03	81	0.01	1406	0.18	8619	1.09
Plant	788077	779734	98.94	64	0.01	13	0.00	1013	0.13	7253	0.92

%Hit_no_genomes: 97.05
