#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1234966	1205753	97.64	510	0.04	137	0.01	1459	0.12	27107	2.19
Ecoli	1234966	1234936	100.00	0	0.00	0	0.00	4	0.00	26	0.00
PhiX	1234966	1234966	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1234966	1234915	100.00	0	0.00	0	0.00	5	0.00	46	0.00
Vectors	1234966	1234087	99.93	1	0.00	0	0.00	32	0.00	846	0.07
Bacteria_24k	1234966	1189907	96.36	5343	0.43	9814	0.79	1325	0.11	28577	2.31
Protists_1k	1234966	1190100	96.37	2824	0.23	3514	0.28	4060	0.33	34468	2.79
Viruses	1234966	1213395	98.26	22	0.00	8	0.00	1161	0.09	20380	1.65
Fungi_RefSeq_release	1234966	1204697	97.55	357	0.03	118	0.01	1592	0.13	28202	2.28
Coral	1234966	1211126	98.08	58	0.00	28	0.00	1220	0.10	22534	1.82
Bird	1234966	1209429	97.93	217	0.02	26	0.00	1548	0.13	23746	1.92
Plant	1234966	1213142	98.23	69	0.01	14	0.00	1264	0.10	20477	1.66

%Hit_no_genomes: 94.97
