#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	356887	348204	97.57	442	0.12	106	0.03	500	0.14	7635	2.14
Ecoli	356887	355916	99.73	0	0.00	0	0.00	106	0.03	865	0.24
PhiX	356887	356887	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	356887	356870	100.00	0	0.00	0	0.00	0	0.00	17	0.00
Vectors	356887	356438	99.88	1	0.00	0	0.00	39	0.01	409	0.11
Bacteria_24k	356887	339276	95.07	2614	0.73	6029	1.69	438	0.12	8530	2.39
Protists_1k	356887	342266	95.89	843	0.24	1482	0.42	1033	0.29	11263	3.16
Viruses	356887	350416	98.18	55	0.02	68	0.02	593	0.17	5755	1.61
Fungi_RefSeq_release	356887	347543	97.39	133	0.04	89	0.02	1047	0.29	8075	2.26
Coral	356887	351208	98.40	20	0.01	9	0.00	520	0.15	5130	1.44
Bird	356887	349970	98.06	137	0.04	61	0.02	690	0.19	6029	1.69
Plant	356887	351377	98.45	19	0.01	5	0.00	461	0.13	5025	1.41

%Hit_no_genomes: 93.07
