#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	404573	395299	97.71	689	0.17	168	0.04	482	0.12	7935	1.96
Ecoli	404573	404549	100.00	0	0.00	0	0.00	7	0.00	17	0.00
PhiX	404573	404573	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	404573	404536	99.99	0	0.00	0	0.00	1	0.00	36	0.01
Vectors	404573	404098	99.89	0	0.00	0	0.00	16	0.00	459	0.11
Bacteria_24k	404573	386380	95.51	2424	0.60	5015	1.24	539	0.13	10215	2.52
Protists_1k	404573	388769	96.09	1009	0.25	1117	0.28	2191	0.54	11487	2.84
Viruses	404573	398577	98.52	10	0.00	7	0.00	396	0.10	5583	1.38
Fungi_RefSeq_release	404573	395754	97.82	183	0.05	60	0.01	658	0.16	7918	1.96
Coral	404573	398110	98.40	24	0.01	10	0.00	334	0.08	6095	1.51
Bird	404573	397212	98.18	92	0.02	30	0.01	502	0.12	6737	1.67
Plant	404573	398275	98.45	18	0.00	5	0.00	393	0.10	5882	1.45

%Hit_no_genomes: 93.86
