#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	38334	30242	78.89	2529	6.60	551	1.44	54	0.14	4958	12.93
Ecoli	38334	38328	99.98	0	0.00	0	0.00	0	0.00	6	0.02
PhiX	38334	38334	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	38334	38290	99.89	0	0.00	0	0.00	0	0.00	44	0.11
Vectors	38334	38238	99.75	0	0.00	0	0.00	0	0.00	96	0.25
Bacteria_24k	38334	31288	81.62	666	1.74	1162	3.03	182	0.47	5036	13.14
Protists_1k	38334	31808	82.98	189	0.49	114	0.30	606	1.58	5617	14.65
Viruses	38334	34550	90.13	1	0.00	0	0.00	122	0.32	3661	9.55
Fungi_RefSeq_release	38334	33786	88.14	17	0.04	5	0.01	210	0.55	4316	11.26
Coral	38334	34348	89.60	4	0.01	1	0.00	56	0.15	3925	10.24
Bird	38334	34145	89.08	9	0.02	1	0.00	74	0.19	4105	10.71
Plant	38334	34487	89.96	2	0.01	4	0.01	96	0.25	3745	9.77

%Hit_no_genomes: 69.95
