#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	162734	159890	98.26	187	0.11	55	0.03	243	0.15	2359	1.45
Ecoli	162734	162724	99.99	0	0.00	0	0.00	1	0.00	9	0.01
PhiX	162734	162734	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	162734	162723	99.99	0	0.00	0	0.00	1	0.00	10	0.01
Vectors	162734	162597	99.92	0	0.00	0	0.00	22	0.01	115	0.07
Bacteria_24k	162734	155349	95.46	1522	0.94	2578	1.58	340	0.21	2945	1.81
Protists_1k	162734	156731	96.31	532	0.33	654	0.40	911	0.56	3906	2.40
Viruses	162734	161250	99.09	8	0.00	9	0.01	202	0.12	1265	0.78
Fungi_RefSeq_release	162734	159952	98.29	81	0.05	42	0.03	324	0.20	2335	1.43
Coral	162734	161325	99.13	10	0.01	3	0.00	172	0.11	1224	0.75
Bird	162734	160763	98.79	49	0.03	20	0.01	409	0.25	1493	0.92
Plant	162734	161295	99.12	6	0.00	2	0.00	199	0.12	1232	0.76

%Hit_no_genomes: 93.42
