#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	204990	200334	97.74	256	0.12	64	0.03	312	0.15	4024	1.96
Ecoli	204990	204550	99.78	0	0.00	0	0.00	60	0.03	380	0.19
PhiX	204990	204990	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	204990	204978	99.99	0	0.00	0	0.00	1	0.00	11	0.01
Vectors	204990	204767	99.89	0	0.00	0	0.00	15	0.01	208	0.10
Bacteria_24k	204990	193081	94.19	2081	1.02	4313	2.10	356	0.17	5159	2.52
Protists_1k	204990	195708	95.47	614	0.30	1006	0.49	1105	0.54	6557	3.20
Viruses	204990	201823	98.46	15	0.01	28	0.01	379	0.18	2745	1.34
Fungi_RefSeq_release	204990	200003	97.57	107	0.05	69	0.03	575	0.28	4236	2.07
Coral	204990	202348	98.72	8	0.00	5	0.00	270	0.13	2359	1.15
Bird	204990	201468	98.28	77	0.04	38	0.02	487	0.24	2920	1.42
Plant	204990	202350	98.71	8	0.00	2	0.00	261	0.13	2369	1.16

%Hit_no_genomes: 91.94
