#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	866323	852626	98.41	504	0.06	135	0.02	1204	0.14	11854	1.37
Ecoli	866323	866320	100.00	0	0.00	0	0.00	2	0.00	1	0.00
PhiX	866323	866323	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	866323	866318	100.00	0	0.00	0	0.00	0	0.00	5	0.00
Vectors	866323	865437	99.90	0	0.00	0	0.00	97	0.01	789	0.09
Bacteria_24k	866323	856914	98.91	206	0.02	304	0.04	776	0.09	8123	0.94
Protists_1k	866323	846238	97.68	1518	0.18	3028	0.35	616	0.07	14923	1.72
Viruses	866323	858703	99.12	16	0.00	9	0.00	1016	0.12	6579	0.76
Fungi_RefSeq_release	866323	852684	98.42	338	0.04	185	0.02	1274	0.15	11842	1.37
Coral	866323	858035	99.04	55	0.01	16	0.00	839	0.10	7378	0.85
Bird	866323	855567	98.75	321	0.04	65	0.01	1563	0.18	8807	1.02
Plant	866323	858401	99.08	51	0.01	15	0.00	933	0.11	6923	0.80

%Hit_no_genomes: 97.33
