#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7482	7162	95.73	54	0.72	15	0.20	9	0.12	242	3.23
Ecoli	7482	7480	99.97	0	0.00	0	0.00	0	0.00	2	0.03
PhiX	7482	7482	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7482	7480	99.97	0	0.00	0	0.00	0	0.00	2	0.03
Vectors	7482	7472	99.87	0	0.00	0	0.00	0	0.00	10	0.13
Bacteria_24k	7482	7026	93.92	63	0.84	132	1.76	16	0.21	245	3.27
Protists_1k	7482	7073	94.54	30	0.40	19	0.25	38	0.51	322	4.30
Viruses	7482	7304	97.62	0	0.00	0	0.00	16	0.21	162	2.17
Fungi_RefSeq_release	7482	7233	96.68	3	0.04	0	0.00	19	0.25	227	3.03
Coral	7482	7303	97.60	0	0.00	0	0.00	8	0.11	171	2.29
Bird	7482	7273	97.21	3	0.04	0	0.00	10	0.13	196	2.62
Plant	7482	7271	97.18	0	0.00	6	0.08	9	0.12	196	2.62

%Hit_no_genomes: 90.74
