pos	5pC>T
1	0.0301232084485793
2	0.0359930287186482
3	0.0195346522334204
4	0.0160454384096557
5	0.0155600172092356
6	0.0194469766028563
7	0.0203207779955004
8	0.0170373538637012
9	0.0168664622247003
10	0.0183759054517728
11	0.0152403282532239
12	0.0146453398123777
13	0.0145543175487465
14	0.0148680372768016
15	0.0154191197084385
16	0.014620709139709
17	0.0148302148302148
18	0.0155334321824472
19	0.0141559264736953
20	0.0133915985339724
21	0.0142388497242968
22	0.0152212389380531
23	0.0140795494544175
24	0.0134448973753844
25	0.0145299145299145
