#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9631129	9588860	99.55	2461	0.03	577	0.01	5860	0.06	33371	0.35
Ecoli	9631129	9628674	99.97	0	0.00	0	0.00	639	0.01	1816	0.02
PhiX	9631129	9631129	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9631129	9631055	100.00	0	0.00	0	0.00	1	0.00	73	0.00
Vectors	9631129	9629802	99.99	5	0.00	6	0.00	55	0.00	1261	0.01
Bacteria_24k	9631129	6378004	66.22	681042	7.07	1267597	13.16	101908	1.06	1202578	12.49
Protists_1k	9631129	8081156	83.90	193544	2.01	31412	0.33	592989	6.16	732028	7.60
Viruses	9631129	9599362	99.67	676	0.01	51	0.00	8467	0.09	22573	0.23
Fungi_RefSeq_release	9631129	9550913	99.18	2149	0.02	389	0.00	35820	0.37	41858	0.43
Coral	9631129	9604612	99.73	367	0.00	73	0.00	4527	0.05	21550	0.22
Bird	9631129	9598163	99.66	1078	0.01	214	0.00	5409	0.06	26265	0.27
Plant	9631129	9609197	99.78	314	0.00	54	0.00	4222	0.04	17342	0.18

%Hit_no_genomes: 63.51
