Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
Psq-AGal_003-Ex1-3A-lcwgs-1-1.clmp.r1r2_fastp	1.9419100000000002	0.967725	74306742.0	0.342331	98.89335772836083	1.8941073112542215
Psq-AGal_004-Ex1-4A-lcwgs-1-1.clmp.r1r2_fastp	2.45566	0.956985	66845444.0	0.361282	98.87871369420014	1.5616405234684316
Psq-AGal_005-Ex1-5A-lcwgs-1-1.clmp.r1r2_fastp	2.45509	0.960752	19695533.0	0.375529	98.75084232653101	1.690184758667163
Psq-AGal_008-Ex1-8A-lcwgs-1-1.clmp.r1r2_fastp	2.49867	0.958817	126688124.0	0.345459	98.95712228504993	1.5366551286793848
Psq-AGal_009-Ex1-9A-lcwgs-1-1.clmp.r1r2_fastp	2.03633	0.964088	161220012.0	0.371312	98.9750171979045	1.632662604802615
Psq-AGal_010-Ex1-10A-lcwgs-1-1.clmp.r1r2_fastp	1.8713199999999999	0.963255	72362567.0	0.347317	98.91162222412758	1.6982122952928063
Psq-AGal_011-Ex1-11A-lcwgs-1-1.clmp.r1r2_fastp	1.84419	0.964436	88744276.0	0.366897	98.83479181642483	1.9203121569910337
Psq-AGal_014-Ex1-2B-lcwgs-1-1.clmp.r1r2_fastp	2.04169	0.959681	88921052.0	0.35127	98.90423721065899	1.6338489266574663
Psq-AGal_015-Ex1-3B-lcwgs-1-1.clmp.r1r2_fastp	1.87062	0.958755	122792122.0	0.364789	98.80574303965288	1.7227612390020488
Psq-AGal_017-Ex1-5B-lcwgs-1-1.clmp.r1r2_fastp	1.64388	0.96255	109334469.0	0.378146	98.91185139776458	1.7700259482881688
Psq-AGal_019-Ex1-7B-lcwgs-1-1.clmp.r1r2_fastp	1.6118199999999998	0.96474	88230398.0	0.359105	98.9706671718607	1.8031216780861565
Psq-AGal_020-Ex1-8B-lcwgs-1-1.clmp.r1r2_fastp	2.0359599999999998	0.965259	39097458.0	0.366866	98.97301596749146	1.6470702818524672
Psq-AGal_021-Ex1-9B-lcwgs-1-1.clmp.r1r2_fastp	1.6774399999999998	0.961767	210424213.0	0.352003	98.85327152118197	1.8060523827145265
Psq-AGal_022-Ex1-10B-lcwgs-1-1.clmp.r1r2_fastp	1.96328	0.96248	118144212.0	0.367248	98.86682838540152	1.6758075387389362
Psq-AGal_023-Ex1-11B-lcwgs-1-1.clmp.r1r2_fastp	2.07368	0.962213	193372763.0	0.39143	98.92726324089416	1.6756843844994127
Psq-AGal_024-Ex1-12B-lcwgs-1-1.clmp.r1r2_fastp	1.78356	0.963635	237854144.0	0.382262	98.94122445557898	1.768763743527242
Psq-AGal_025-Ex1-1C-lcwgs-1-1.clmp.r1r2_fastp	1.27467	0.971427	148055235.0	0.342544	99.0885247076958	1.9117321973747887
Psq-AGal_026-Ex1-2C-lcwgs-1-1.clmp.r1r2_fastp	1.40202	0.965796	165686293.0	0.376706	98.9369578569205	1.8006932700640264
Psq-AGal_027-Ex1-3C-lcwgs-1-1.clmp.r1r2_fastp	1.55516	0.967931	285919737.0	0.353016	99.02289784090983	1.7996158390484425
Psq-AGal_028-Ex1-4C-lcwgs-1-1.clmp.r1r2_fastp	1.27074	0.96645	182898730.0	0.386154	98.96386564696077	1.8500088485302875
Psq-AGal_029-Ex1-5C-lcwgs-1-1.clmp.r1r2_fastp	1.36422	0.96637	234191395.0	0.385502	98.96008909448128	1.8367481715068765
Psq-AGal_030-Ex1-6C-lcwgs-1-1.clmp.r1r2_fastp	1.94696	0.967304	282625971.0	0.372346	99.02057321971812	1.7044413089904644
Psq-AGal_031-Ex1-7C-lcwgs-1-1.clmp.r1r2_fastp	1.35066	0.962448	282362992.0	0.360551	98.80431494254685	1.7975895930172285
Psq-AGal_032-Ex1-8C-lcwgs-1-1.clmp.r1r2_fastp	1.3369799999999998	0.972	118895211.0	0.347601	99.13904551912327	1.8857552690444683
Psq-AGal_033-Ex1-9C-lcwgs-1-1.clmp.r1r2_fastp	1.28162	0.96573	275690377.0	0.374584	98.90800517810165	1.8637972581607913
Psq-AGal_034-Ex1-10C-lcwgs-1-1.clmp.r1r2_fastp	1.6291799999999999	0.962787	233343328.0	0.377969	98.87997808273767	1.750392269183831
Psq-AGal_035-Ex1-11C-lcwgs-1-1.clmp.r1r2_fastp	2.0714900000000003	0.958145	96793738.0	0.379056	98.78908240564128	1.648797642618176
Psq-AGal_036-Ex1-12C-lcwgs-1-1.clmp.r1r2_fastp	1.64133	0.970232	247362951.0	0.383961	99.05851747971874	1.8036474782179286
Psq-AGal_037-Ex1-1D-lcwgs-1-1.clmp.r1r2_fastp	1.59965	0.962055	84927603.0	0.36154	98.90095675923256	1.8223379531459398
Psq-AGal_038-Ex1-2D-lcwgs-1-1.clmp.r1r2_fastp	1.21039	0.97305	334600813.0	0.365559	99.150750927906	1.9143950380584849
Psq-AGal_039-Ex1-3D-lcwgs-1-1.clmp.r1r2_fastp	1.42483	0.966923	287244418.0	0.366823	98.96853850725665	1.874355645795208
Psq-AGal_040-Ex1-4D-lcwgs-1-1.clmp.r1r2_fastp	1.11989	0.968596	260747161.0	0.386685	98.98551297482557	1.9082913419560161
Psq-AGal_041-Ex1-5D-lcwgs-1-1.clmp.r1r2_fastp	1.2636100000000001	0.969183	251163921.0	0.37452	99.05639235606503	1.9012726309641843
Psq-AGal_042-Ex1-6D-lcwgs-1-1.clmp.r1r2_fastp	1.90676	0.963938	358604108.0	0.372992	98.96948433909243	1.7205401015427506
Psq-AGal_043-Ex1-7D-lcwgs-1-1.clmp.r1r2_fastp	1.48473	0.962316	145847194.0	0.380577	98.93061536629244	1.8160733650513066
Psq-AGal_044-Ex1-8D-lcwgs-1-1.clmp.r1r2_fastp	1.3431	0.968425	172550786.0	0.379526	99.03042350408492	1.8879110183646284
Psq-AGal_045-Ex1-9D-lcwgs-1-1.clmp.r1r2_fastp	1.5678500000000002	0.968766	221421678.0	0.380803	98.99231525708264	1.7858474866183618
Psq-AGal_046-Ex1-10D-lcwgs-1-1.clmp.r1r2_fastp	1.44361	0.96969	303405219.0	0.377086	99.03051984348798	1.8693284356783517
