Sample	Top over-represented sequence	Sum of remaining over-represented sequences
Sob-APnd_001-Ex1-1A-lcwgs-1-T.1	6.2619222421349265	0.35089462901989954
Sob-APnd_001-Ex1-1A-lcwgs-1-T.2	5.743034204612124	0.18867198645793604
Sob-APnd_002-Ex1-2A-lcwgs-1-T.1	1.9174026239215887	0.0
Sob-APnd_002-Ex1-2A-lcwgs-1-T.2	1.5985161740432556	0.0
Sob-APnd_003-Ex1-3A-lcwgs-1-T.1	0.7948132719973988	0.0
Sob-APnd_003-Ex1-3A-lcwgs-1-T.2	0.7598852687524748	0.0
Sob-APnd_004-Ex1-4A-lcwgs-1-T.1	2.2466889512200265	0.0
Sob-APnd_004-Ex1-4A-lcwgs-1-T.2	2.0338169854693464	0.0
Sob-APnd_005-Ex1-5A-lcwgs-1-T.1	1.604824695901053	0.0
Sob-APnd_005-Ex1-5A-lcwgs-1-T.2	1.441275682306041	0.0
Sob-APnd_006-Ex1-6A-lcwgs-1-T.1	2.849443529971307	0.11124362612828209
Sob-APnd_006-Ex1-6A-lcwgs-1-T.2	2.6532898362131636	0.0
Sob-APnd_007-Ex1-7A-lcwgs-1-T.1	1.5276424190221536	0.0
Sob-APnd_007-Ex1-7A-lcwgs-1-T.2	1.4065832868499395	0.0
Sob-APnd_008-Ex1-8A-lcwgs-1-T.1	1.4917102048537196	0.0
Sob-APnd_008-Ex1-8A-lcwgs-1-T.2	1.2671144372717076	0.0
Sob-APnd_009-Ex1-9A-lcwgs-1-T.1	1.4953190013869626	0.0
Sob-APnd_009-Ex1-9A-lcwgs-1-T.2	1.2320128294036061	0.0
Sob-APnd_010-Ex1-10A-lcwgs-1-T.1	0.850852128660411	0.0
Sob-APnd_010-Ex1-10A-lcwgs-1-T.2	0.7823565825321495	0.0
Sob-APnd_011-Ex1-11A-lcwgs-1-T.1	1.38920342415674	0.0
Sob-APnd_011-Ex1-11A-lcwgs-1-T.2	1.254941798394037	0.0
Sob-APnd_012-Ex1-12A-lcwgs-1-T.1	1.2805075038914506	0.0
Sob-APnd_012-Ex1-12A-lcwgs-1-T.2	1.1543466130014672	0.0
Sob-APnd_013-Ex1-1B-lcwgs-1-T.1	1.285537119418833	0.0
Sob-APnd_013-Ex1-1B-lcwgs-1-T.2	1.2337942013632495	0.0
Sob-APnd_014-Ex1-2B-lcwgs-1-T.1	1.2159476967019613	0.0
Sob-APnd_014-Ex1-2B-lcwgs-1-T.2	1.1184368367379545	0.0
Sob-APnd_015-Ex1-3B-lcwgs-1-T.1	2.3420982362022937	0.0
Sob-APnd_015-Ex1-3B-lcwgs-1-T.2	2.2597972581973815	0.0
Sob-APnd_016-Ex1-4B-lcwgs-1-T.1	2.228213378937381	0.0
Sob-APnd_016-Ex1-4B-lcwgs-1-T.2	2.0949671783370776	0.0
Sob-APnd_017-Ex1-5B-lcwgs-1-T.1	3.138863312965598	0.12400447656160374
Sob-APnd_017-Ex1-5B-lcwgs-1-T.2	3.00679854542749	0.10385374912034306
Sob-APnd_018-Ex1-6B-lcwgs-1-T.1	1.5490292433960964	0.0
Sob-APnd_018-Ex1-6B-lcwgs-1-T.2	1.4350127595006552	0.0
Sob-APnd_019-Ex1-7B-lcwgs-1-T.1	1.8746456708306454	0.0
Sob-APnd_019-Ex1-7B-lcwgs-1-T.2	1.7590610521377046	0.0
Sob-APnd_020-Ex1-8B-lcwgs-1-T.1	1.6190216419841579	0.0
Sob-APnd_020-Ex1-8B-lcwgs-1-T.2	1.5311271557041717	0.0
Sob-APnd_021-Ex1-9B-lcwgs-1-T.1	4.8213898098768695	0.18854834796746545
Sob-APnd_021-Ex1-9B-lcwgs-1-T.2	4.561444203734364	0.1550664742877652
Sob-APnd_022-Ex1-10B-lcwgs-1-T.1	3.0287891979846138	0.12193455906791417
Sob-APnd_022-Ex1-10B-lcwgs-1-T.2	2.887279860203455	0.0
Sob-APnd_023-Ex1-11B-lcwgs-1-T.1	1.5698322452535056	0.0
Sob-APnd_023-Ex1-11B-lcwgs-1-T.2	1.454623792887049	0.0
Sob-APnd_024-Ex1-12B-lcwgs-1-T.1	2.8254089174681045	0.11513140579944547
Sob-APnd_024-Ex1-12B-lcwgs-1-T.2	2.674292965882631	0.0
Sob-APnd_025-Ex1-1C-lcwgs-1-T.1	0.9028402182548252	0.0
Sob-APnd_025-Ex1-1C-lcwgs-1-T.2	0.8489178220063582	0.0
Sob-APnd_026-Ex1-2C-lcwgs-1-T.1	2.1632697290002265	0.0
Sob-APnd_026-Ex1-2C-lcwgs-1-T.2	1.8273521617920858	0.0
Sob-APnd_027-Ex1-3C-lcwgs-1-T.1	1.8292603045320477	0.0
Sob-APnd_027-Ex1-3C-lcwgs-1-T.2	1.7134606458954051	0.0
Sob-APnd_028-Ex1-4C-lcwgs-1-T.1	1.8024039102139746	0.0
Sob-APnd_028-Ex1-4C-lcwgs-1-T.2	1.6604873385461059	0.0
Sob-APnd_029-Ex1-5C-lcwgs-1-T.1	1.2211543782627141	0.0
Sob-APnd_029-Ex1-5C-lcwgs-1-T.2	0.9287782922285146	0.0
Sob-APnd_030-Ex1-6C-lcwgs-1-T.1	1.796152646252018	0.0
Sob-APnd_030-Ex1-6C-lcwgs-1-T.2	1.6641538842065096	0.0
Sob-APnd_031-Ex1-7C-lcwgs-1-T.1	1.2651257409420924	0.0
Sob-APnd_031-Ex1-7C-lcwgs-1-T.2	1.1599031952579706	0.0
Sob-APnd_032-Ex1-8C-lcwgs-1-T.1	1.8073731451247281	0.0
Sob-APnd_032-Ex1-8C-lcwgs-1-T.2	1.7034542833419084	0.0
Sob-APnd_033-Ex1-9C-lcwgs-1-T.1	1.3606651919340658	0.0
Sob-APnd_033-Ex1-9C-lcwgs-1-T.2	1.2630593254202382	0.0
Sob-APnd_034-Ex1-10C-lcwgs-1-T.1	1.9380889291083119	0.0
Sob-APnd_034-Ex1-10C-lcwgs-1-T.2	1.7901772524476964	0.0
Sob-APnd_035-Ex1-11C-lcwgs-1-T.1	2.4826830452956505	0.0
Sob-APnd_035-Ex1-11C-lcwgs-1-T.2	2.335469988331742	0.0
Sob-APnd_036-Ex1-12C-lcwgs-1-T.1	1.2041841353736888	0.0
Sob-APnd_036-Ex1-12C-lcwgs-1-T.2	1.1116522026036901	0.0
Sob-APnd_037-Ex1-1D-lcwgs-1-T.1	1.694638163006926	0.0
Sob-APnd_037-Ex1-1D-lcwgs-1-T.2	1.5579114782657337	0.0
Sob-APnd_038-Ex1-2D-lcwgs-1-T.1	2.603142692427087	0.0
Sob-APnd_038-Ex1-2D-lcwgs-1-T.2	2.133069224970066	0.0
Sob-APnd_039-Ex1-3D-lcwgs-1-T.1	1.7070677088486526	0.0
Sob-APnd_039-Ex1-3D-lcwgs-1-T.2	1.5992216615546981	0.0
Sob-APnd_040-Ex1-4D-lcwgs-1-T.1	5.781862000567303	0.32348331988838996
Sob-APnd_040-Ex1-4D-lcwgs-1-T.2	5.332445497687536	0.1699896799164735
Sob-APnd_041-Ex1-5D-lcwgs-1-T.1	1.0639680087773753	0.0
Sob-APnd_041-Ex1-5D-lcwgs-1-T.2	0.9542508192698033	0.0
Sob-APnd_042-Ex1-6D-lcwgs-1-T.1	0.9447411604735287	0.0
Sob-APnd_042-Ex1-6D-lcwgs-1-T.2	0.8903960229229515	0.0
Sob-APnd_043-Ex1-7D-lcwgs-1-T.1	1.5582937558819023	0.0
Sob-APnd_043-Ex1-7D-lcwgs-1-T.2	1.3875817994791098	0.0
Sob-APnd_044-Ex1-8D-lcwgs-1-T.1	1.1341935801081038	0.0
Sob-APnd_044-Ex1-8D-lcwgs-1-T.2	1.050747880344711	0.0
Sob-APnd_045-Ex1-9D-lcwgs-1-T.1	0.7083436698054797	0.0
Sob-APnd_045-Ex1-9D-lcwgs-1-T.2	0.6504681118965672	0.0
Sob-APnd_046-Ex1-10D-lcwgs-1-T.1	0.8083721313501709	0.0
Sob-APnd_046-Ex1-10D-lcwgs-1-T.2	0.747394009311524	0.0
Sob-APnd_047-Ex1-11D-lcwgs-1-T.1	1.7366076355913598	0.0
Sob-APnd_047-Ex1-11D-lcwgs-1-T.2	1.6030690822468923	0.0
Sob-APnd_048-Ex1-12D-lcwgs-1-T.1	3.00032812884526	0.11621229936288335
Sob-APnd_048-Ex1-12D-lcwgs-1-T.2	2.7815755653386565	0.0
Sob-APnd_049-Ex1-1E-lcwgs-1-T.1	0.6357176990387854	0.0
Sob-APnd_049-Ex1-1E-lcwgs-1-T.2	0.6243586027528183	0.0
Sob-APnd_050-Ex1-2E-lcwgs-1-T.1	1.4228309004428408	0.0
Sob-APnd_050-Ex1-2E-lcwgs-1-T.2	1.357224864687551	0.0
Sob-APnd_051-Ex1-3E-lcwgs-1-T.1	0.8999330975819555	0.0
Sob-APnd_051-Ex1-3E-lcwgs-1-T.2	0.8850234158463156	0.0
Sob-APnd_052-Ex1-4E-lcwgs-1-T.1	1.2504334257975034	0.0
Sob-APnd_052-Ex1-4E-lcwgs-1-T.2	1.1940880721220526	0.0
Sob-APnd_053-Ex1-5E-lcwgs-1-T.1	1.7055655296229804	0.0
Sob-APnd_053-Ex1-5E-lcwgs-1-T.2	1.541873481888267	0.0
Sob-APnd_054-Ex1-6E-lcwgs-1-T.1	0.8142018152696209	0.0
Sob-APnd_054-Ex1-6E-lcwgs-1-T.2	0.7759844118626821	0.0
