# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	143	396
+	126	509
+	93	361
+	148	373
+	114	570
+	192	120
+	99	541
+	96	440
+	119	569
+	113	582
+	149	362
+	171	232
+	101	518
+	132	478
+	115	584
+	195	111
+	108	570
+	201	100
+	120	515
+	153	325
+	196	112
+	88	241
+	198	102
+	107	596
+	104	573
+	109	584
+	122	502
+	146	364
+	138	424
+	110	674
+	123	532
+	83	231
+	136	465
+	86	237
+	155	311
+	179	163
+	170	211
+	69	168
+	159	293
+	112	608
+	55	105
+	75	154
+	116	543
+	98	502
+	135	490
+	80	163
+	103	573
+	204	88
+	169	258
+	87	260
+	128	504
+	150	361
+	102	629
+	142	386
+	182	176
+	82	183
+	106	537
+	151	368
+	129	500
+	50	85
+	43	44
+	133	487
+	117	561
+	118	580
+	89	289
+	134	457
+	197	94
+	73	138
+	111	546
+	125	537
+	181	192
+	147	395
+	77	175
+	180	178
+	48	90
+	140	411
+	94	373
+	54	112
+	100	493
+	172	238
+	121	511
+	157	291
+	137	403
+	166	242
+	39	31
+	78	185
+	154	311
+	45	62
+	213	56
+	160	277
+	199	106
+	95	404
+	211	70
+	127	533
+	202	93
+	105	531
+	92	367
+	51	78
+	130	515
+	131	474
+	286	6
+	79	185
+	210	83
+	177	197
+	97	446
+	164	278
+	212	75
+	71	141
+	44	64
+	62	126
+	65	150
+	178	189
+	81	186
+	256	12
+	173	171
+	124	578
+	214	66
+	152	374
+	144	386
+	168	220
+	226	38
+	231	28
+	268	11
+	250	17
+	70	146
+	161	257
+	175	207
+	91	300
+	139	443
+	58	117
+	207	77
+	162	273
+	156	300
+	61	133
+	185	143
+	141	406
+	176	204
+	59	122
+	234	30
+	145	396
+	165	246
+	63	146
+	49	79
+	220	50
+	163	266
+	84	205
+	209	74
+	85	208
+	222	52
+	167	233
+	241	18
+	42	47
+	273	5
+	67	158
+	189	133
+	183	172
+	206	71
+	266	12
+	203	83
+	247	23
+	90	281
+	174	206
+	56	107
+	230	37
+	72	145
+	158	306
+	219	58
+	237	25
+	228	47
