Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Lva-APnd_001-Ex1-9D-lcwgs-1-1.1	2.034514078110803	43.0	150.0	27.27272727272727	5505.0
Lva-APnd_001-Ex1-9D-lcwgs-1-1.2	1.7801998183469578	43.0	150.0	27.27272727272727	5505.0
Lva-APnd_002-Ex1-9E-lcwgs-1-1.1	1.7566409597258001	43.0	150.0	27.27272727272727	2334.0
Lva-APnd_002-Ex1-9E-lcwgs-1-1.2	1.5424164524421684	43.0	150.0	27.27272727272727	2334.0
Lva-APnd_003-Ex1-9F-lcwgs-1-1.1	1.8411967779056368	43.0	150.0	27.27272727272727	1738.0
Lva-APnd_003-Ex1-9F-lcwgs-1-1.2	1.6110471806674411	43.0	150.0	27.27272727272727	1738.0
Lva-APnd_004-Ex1-9G-lcwgs-1-1.1	1.812112541726279	43.0	150.0	27.27272727272727	4194.0
Lva-APnd_004-Ex1-9G-lcwgs-1-1.2	1.6690510252742001	43.0	150.0	18.181818181818183	4194.0
Lva-APnd_005-Ex1-9H-lcwgs-1-1.1	2.002427184466015	43.0	150.0	27.27272727272727	3296.0
Lva-APnd_005-Ex1-9H-lcwgs-1-1.2	1.638349514563103	43.0	150.0	18.181818181818183	3296.0
Lva-APnd_006-Ex1-10A-lcwgs-1-1.1	1.0344470880314418	42.0	150.0	18.181818181818183	9667.0
Lva-APnd_006-Ex1-10A-lcwgs-1-1.2	0.9516913209889282	43.0	150.0	18.181818181818183	9667.0
Lva-APnd_007-Ex1-10B-lcwgs-1-1.1	1.4520813165537163	42.0	150.0	18.181818181818183	2066.0
Lva-APnd_007-Ex1-10B-lcwgs-1-1.2	1.2584704743465664	43.0	150.0	18.181818181818183	2066.0
Lva-APnd_008-Ex1-10C-lcwgs-1-1.1	1.3914656771799656	42.0	150.0	18.181818181818183	2156.0
Lva-APnd_008-Ex1-10C-lcwgs-1-1.2	1.2987012987013031	43.0	150.0	18.181818181818183	2156.0
Lva-APnd_009-Ex1-10D-lcwgs-1-1.1	1.596191542985153	42.0	150.0	18.181818181818183	3571.0
Lva-APnd_009-Ex1-10D-lcwgs-1-1.2	1.3161579389526707	43.0	150.0	18.181818181818183	3571.0
Lva-APnd_010-Ex1-10E-lcwgs-1-1.1	1.1355571327182332	42.0	150.0	18.181818181818183	1409.0
Lva-APnd_010-Ex1-10E-lcwgs-1-1.2	0.9936124911284594	43.0	150.0	18.181818181818183	1409.0
Lva-APnd_011-Ex1-10F-lcwgs-1-1.1	1.594331266607611	42.0	150.0	27.27272727272727	1129.0
Lva-APnd_011-Ex1-10F-lcwgs-1-1.2	1.6829052258635926	43.0	150.0	18.181818181818183	1129.0
Lva-APnd_012-Ex1-10G-lcwgs-1-1.1	1.4296463506395867	42.0	150.0	9.090909090909092	2658.0
Lva-APnd_012-Ex1-10G-lcwgs-1-1.2	1.2039127163280767	43.0	150.0	18.181818181818183	2658.0
Lva-APnd_013-Ex1-10H-lcwgs-1-1.1	1.8810371123538374	42.0	150.0	18.181818181818183	1967.0
Lva-APnd_013-Ex1-10H-lcwgs-1-1.2	1.4743263853584097	43.0	150.0	18.181818181818183	1967.0
Lva-APnd_014-Ex1-11A-lcwgs-1-1.1	1.5977443609022544	42.0	150.0	18.181818181818183	9576.0
Lva-APnd_014-Ex1-11A-lcwgs-1-1.2	1.3575605680868819	42.0	150.0	18.181818181818183	9576.0
Lva-APnd_015-Ex1-11B-lcwgs-1-1.1	3.0157342657342667	42.0	150.0	18.181818181818183	2288.0
Lva-APnd_015-Ex1-11B-lcwgs-1-1.2	2.753496503496507	43.0	150.0	18.181818181818183	2288.0
Lva-APnd_016-Ex1-11C-lcwgs-1-1.1	1.1369253583786474	42.0	150.0	18.181818181818183	2023.0
Lva-APnd_016-Ex1-11C-lcwgs-1-1.2	1.038062283737034	42.0	150.0	18.181818181818183	2023.0
Lva-APnd_017-Ex1-11D-lcwgs-1-1.1	1.5821857603281586	42.0	150.0	18.181818181818183	3413.0
Lva-APnd_017-Ex1-11D-lcwgs-1-1.2	1.7286844418400165	42.0	150.0	18.181818181818183	3413.0
Lva-APnd_018-Ex1-11E-lcwgs-1-1.1	1.1678832116788271	42.0	150.0	18.181818181818183	1370.0
Lva-APnd_018-Ex1-11E-lcwgs-1-1.2	0.948905109489047	42.0	150.0	18.181818181818183	1370.0
Lva-APnd_019-Ex1-11F-lcwgs-1-1.1	1.3513513513513544	42.0	150.0	18.181818181818183	1110.0
Lva-APnd_019-Ex1-11F-lcwgs-1-1.2	1.1711711711711672	42.0	150.0	18.181818181818183	1110.0
Lva-APnd_020-Ex1-11G-lcwgs-1-1.1	1.0785824345146438	42.0	150.0	18.181818181818183	2596.0
Lva-APnd_020-Ex1-11G-lcwgs-1-1.2	0.8859784283513079	42.0	150.0	18.181818181818183	2596.0
Lva-APnd_021-Ex1-11H-lcwgs-1-1.1	1.0245901639344197	42.0	150.0	18.181818181818183	1952.0
Lva-APnd_021-Ex1-11H-lcwgs-1-1.2	0.7172131147541023	42.0	150.0	18.181818181818183	1952.0
Lva-APnd_022-Ex1-12A-lcwgs-1-1.1	1.3174587684200247	42.0	150.0	18.181818181818183	10247.0
Lva-APnd_022-Ex1-12A-lcwgs-1-1.2	1.1125207377769186	43.0	150.0	18.181818181818183	10247.0
Lva-APnd_023-Ex1-12B-lcwgs-1-1.1	3.3017077798861436	42.0	150.0	18.181818181818183	2635.0
Lva-APnd_023-Ex1-12B-lcwgs-1-1.2	3.149905123339664	43.0	150.0	18.181818181818183	2635.0
Lva-APnd_024-Ex1-12C-lcwgs-1-1.1	1.1324041811846683	42.0	150.0	18.181818181818183	2296.0
Lva-APnd_024-Ex1-12C-lcwgs-1-1.2	0.958188153310104	43.0	150.0	18.181818181818183	2296.0
Lva-APnd_025-Ex1-12D-lcwgs-1-1.1	1.1006289308176207	42.0	150.0	18.181818181818183	3816.0
Lva-APnd_025-Ex1-12D-lcwgs-1-1.2	1.153039832285117	43.0	150.0	18.181818181818183	3816.0
Lva-APnd_026-Ex1-12E-lcwgs-1-1.1	1.0928961748633839	42.0	150.0	9.090909090909092	1464.0
Lva-APnd_026-Ex1-12E-lcwgs-1-1.2	0.6830601092896131	42.0	150.0	18.181818181818183	1464.0
