pos	3pG>A
1	0.00410387734331396
2	0.00566037735849057
3	0.00470143855983284
4	0.00465136310779965
5	0.00436910171268787
6	0.00439033221689146
7	0.00505502370940324
8	0.00349159037683628
9	0.00442664418212479
10	0.0046783104615933
11	0.00403293564106873
12	0.00410158677548991
13	0.00388743344882954
14	0.00402508262011694
15	0.00486285884912341
16	0.00393156484921801
17	0.00335499214337283
18	0.00332197247508521
19	0.00398628375482212
20	0.00373807682392369
21	0.00436494351249572
22	0.00344886315251639
23	0.0040044304336713
24	0.00348417068134893
25	0.00378250591016548
