pos	5pC>T
1	0.00190258751902588
2	0.00515168860904408
3	0.00385531239369543
4	0.00460689295493068
5	0.00448008601765154
6	0.00374945921261357
7	0.00497967015395861
8	0.00337111794698917
9	0.00383673469387755
10	0.00412579077656551
11	0.00316722126448302
12	0.003125
13	0.00396284829721362
14	0.00418112639545093
15	0.00369344413665743
16	0.00439907747501495
17	0.00341240116521015
18	0.00439839289490378
19	0.00502724853195894
20	0.00345728982207606
21	0.00348842096414912
22	0.00421905324445195
23	0.00394669835342047
24	0.00371699010243333
25	0.00422336931018301
