# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	77	557
+	146	238
+	85	593
+	75	535
+	32	12
+	106	468
+	193	62
+	128	311
+	125	360
+	76	528
+	89	522
+	96	564
+	56	145
+	109	452
+	82	524
+	105	447
+	99	488
+	108	442
+	94	551
+	93	544
+	118	420
+	134	287
+	88	540
+	140	265
+	174	124
+	72	509
+	117	401
+	73	488
+	122	365
+	111	425
+	103	464
+	131	316
+	102	492
+	135	271
+	74	498
+	92	531
+	83	545
+	44	82
+	84	540
+	57	188
+	80	572
+	60	224
+	107	455
+	164	135
+	126	334
+	160	161
+	175	105
+	172	123
+	156	194
+	97	507
+	90	578
+	95	532
+	214	39
+	150	228
+	65	349
+	137	263
+	159	183
+	42	71
+	161	159
+	71	446
+	78	503
+	169	146
+	62	291
+	129	329
+	127	324
+	182	81
+	142	268
+	149	205
+	208	33
+	116	383
+	101	468
+	110	432
+	130	337
+	87	534
+	104	442
+	70	485
+	115	394
+	145	257
+	173	112
+	152	181
+	189	74
+	132	315
+	235	16
+	54	139
+	153	173
+	144	247
+	113	428
+	55	154
+	180	91
+	81	502
+	49	122
+	64	351
+	124	337
+	86	555
+	178	102
+	59	185
+	98	501
+	168	115
+	79	527
+	188	81
+	67	387
+	100	488
+	138	277
+	123	360
+	120	377
+	53	143
+	143	217
+	66	359
+	151	210
+	139	284
+	112	431
+	203	51
+	185	88
+	179	96
+	170	116
+	148	207
+	147	218
+	69	441
+	40	48
+	121	404
+	191	63
+	61	270
+	114	421
+	196	69
+	171	121
+	198	53
+	47	82
+	91	546
+	155	160
+	37	47
+	48	104
+	141	249
+	38	29
+	136	264
+	68	407
+	41	64
+	222	23
+	239	13
+	176	99
+	242	8
+	165	147
+	63	283
+	52	122
+	39	61
+	249	12
+	212	53
+	119	387
+	167	123
+	240	12
+	158	160
+	192	50
+	195	48
+	36	31
+	163	153
+	35	17
+	224	31
+	183	89
+	200	45
+	58	178
+	177	107
+	46	81
+	51	98
+	209	29
+	207	40
+	231	22
+	243	18
+	133	293
+	166	137
+	210	22
+	154	190
+	211	33
+	201	53
+	226	15
+	186	62
+	223	22
+	187	77
+	219	27
+	181	88
+	225	22
+	162	153
+	50	100
+	238	13
+	230	18
+	248	10
+	45	74
+	29	11
+	232	31
+	184	98
+	199	51
+	43	81
+	241	11
+	218	26
+	190	59
+	237	22
+	213	45
+	236	15
+	157	167
+	197	58
+	205	52
+	247	19
+	30	12
+	244	10
+	33	23
+	234	18
+	216	30
+	206	40
+	194	53
+	254	8
+	250	14
+	27	4
+	220	20
+	257	10
+	215	24
+	202	42
+	227	21
+	34	15
+	28	5
+	31	13
+	233	15
+	228	20
+	259	3
+	221	28
+	217	34
+	258	5
+	204	46
+	255	8
+	229	15
+	253	6
+	246	10
+	245	9
+	251	5
+	252	7
+	256	3
+	25	2
+	26	1
-	81	543
-	103	501
-	73	483
-	79	548
-	94	532
-	142	254
-	92	526
-	186	68
-	102	479
-	200	56
-	78	530
-	57	171
-	82	538
-	91	530
-	96	529
-	128	346
-	89	563
-	143	233
-	139	283
-	141	243
-	184	68
-	177	86
-	72	491
-	156	192
-	50	99
-	70	443
-	148	202
-	138	300
-	75	529
-	221	18
-	66	376
-	144	255
-	69	461
-	150	222
-	71	473
-	58	192
-	88	499
-	145	264
-	106	444
-	113	395
-	162	168
-	80	546
-	168	137
-	107	462
-	67	414
-	131	309
-	84	592
-	110	483
