Sample	Unique Reads	Duplicate Reads
Pli-AMvi_004-Ex1-1A-lcwgs-X-1.1	363782.0	167690.0
Pli-AMvi_004-Ex1-1A-lcwgs-X-1.2	367324.0	164148.0
Pli-AMvi_005-Ex1-2A-lcwgs-X-1.1	6024.0	832.0
Pli-AMvi_005-Ex1-2A-lcwgs-X-1.2	5920.0	936.0
Pli-AMvi_006-Ex1-3A-lcwgs-X-1.1	5278.0	789.0
Pli-AMvi_006-Ex1-3A-lcwgs-X-1.2	5246.0	821.0
Pli-AMvi_007-Ex1-4A-lcwgs-X-1.1	101112.0	24592.0
Pli-AMvi_007-Ex1-4A-lcwgs-X-1.2	101730.0	23974.0
Pli-AMvi_008-Ex1-1B-lcwgs-X-1.1	355168.0	77036.0
Pli-AMvi_008-Ex1-1B-lcwgs-X-1.2	360049.0	72155.0
Pli-AMvi_009-Ex1-2B-lcwgs-X-1.1	6689.0	1249.0
Pli-AMvi_009-Ex1-2B-lcwgs-X-1.2	6615.0	1323.0
Pli-AMvi_010-Ex1-7A-lcwgs-X-1.1	1119462.0	485842.0
Pli-AMvi_010-Ex1-7A-lcwgs-X-1.2	1136756.0	468548.0
Pli-AMvi_011-Ex1-8A-lcwgs-X-1.1	2040301.0	245635.0
Pli-AMvi_011-Ex1-8A-lcwgs-X-1.2	2051945.0	233991.0
Pli-AMvi_012-Ex1-9A-lcwgs-X-1.1	984904.0	142906.0
Pli-AMvi_012-Ex1-9A-lcwgs-X-1.2	989686.0	138124.0
Pli-AMvi_013-Ex1-10A-lcwgs-X-1.1	275225.0	39556.0
Pli-AMvi_013-Ex1-10A-lcwgs-X-1.2	278213.0	36568.0
Pli-AMvi_014-Ex1-11A-lcwgs-X-1.1	199960.0	79963.0
Pli-AMvi_014-Ex1-11A-lcwgs-X-1.2	205917.0	74006.0
Pli-AMvi_015-Ex1-12A-lcwgs-X-1.1	899.0	192.0
Pli-AMvi_015-Ex1-12A-lcwgs-X-1.2	890.0	201.0
Pli-AMvi_016-Ex1-3B-lcwgs-X-1.1	112294.0	29900.0
Pli-AMvi_016-Ex1-3B-lcwgs-X-1.2	113299.0	28895.0
Pli-AMvi_017-Ex1-4B-lcwgs-X-1.1	62814.0	12006.0
Pli-AMvi_017-Ex1-4B-lcwgs-X-1.2	63395.0	11425.0
Pli-AMvi_018-Ex1-1C-lcwgs-X-1.1	42587.0	14774.0
Pli-AMvi_018-Ex1-1C-lcwgs-X-1.2	43409.0	13952.0
Pli-AMvi_019-Ex1-2C-lcwgs-X-1.1	23533.0	5123.0
Pli-AMvi_019-Ex1-2C-lcwgs-X-1.2	23786.0	4870.0
Pli-AMvi_020-Ex1-3C-lcwgs-X-1.1	15738.0	15641.0
Pli-AMvi_020-Ex1-3C-lcwgs-X-1.2	16185.0	15194.0
Pli-AMvi_021-Ex1-4C-lcwgs-X-1.1	270738.0	123764.0
Pli-AMvi_021-Ex1-4C-lcwgs-X-1.2	273966.0	120536.0
Pli-AMvi_022-Ex1-7B-lcwgs-X-1.1	2007684.0	1391759.0
Pli-AMvi_022-Ex1-7B-lcwgs-X-1.2	2057001.0	1342442.0
Pli-AMvi_023-Ex1-8B-lcwgs-X-1.1	1014998.0	117948.0
Pli-AMvi_023-Ex1-8B-lcwgs-X-1.2	753066.0	379880.0
Pli-AMvi_024-Ex1-9B-lcwgs-X-1.1	1963740.0	225624.0
Pli-AMvi_024-Ex1-9B-lcwgs-X-1.2	1974916.0	214448.0
Pli-AMvi_025-Ex1-10B-lcwgs-X-1.1	110053.0	21322.0
Pli-AMvi_025-Ex1-10B-lcwgs-X-1.2	111173.0	20202.0
Pli-AMvi_026-Ex1-11B-lcwgs-X-1.1	2434525.0	323907.0
Pli-AMvi_026-Ex1-11B-lcwgs-X-1.2	2451364.0	307068.0
Pli-AMvi_027-Ex1-12B-lcwgs-X-1.1	1510.0	218.0
Pli-AMvi_027-Ex1-12B-lcwgs-X-1.2	1481.0	247.0
Pli-AMvi_028-Ex1-1D-lcwgs-X-1.1	6150.0	1748.0
Pli-AMvi_028-Ex1-1D-lcwgs-X-1.2	6131.0	1767.0
