Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Sde-ABol_013-Ex1-1B-lcwgs-1-1.clmp.r1	Sde-ABol_013-Ex1-1B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	787853.0	0.0	33-150	39.0	96.67163923886827	97.51720054375626	pass	pass	pass	pass	pass	pass	pass	warn	pass	warn	pass
Sde-ABol_013-Ex1-1B-lcwgs-1-1.clmp.r2	Sde-ABol_013-Ex1-1B-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	787853.0	0.0	33-150	39.0	97.15970603379243	97.54680758974072	pass	pass	pass	pass	pass	pass	pass	warn	pass	warn	pass
Sde-ABol_014-Ex1-2B-lcwgs-1-1.clmp.r1	Sde-ABol_014-Ex1-2B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4053.0	0.0	33-150	46.0	94.05378731803602	108.68048359240069	pass	pass	warn	pass	pass	fail	pass	warn	pass	fail	pass
Sde-ABol_014-Ex1-2B-lcwgs-1-1.clmp.r2	Sde-ABol_014-Ex1-2B-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4053.0	0.0	33-150	46.0	94.86799901307673	108.64668147051567	pass	pass	fail	pass	warn	warn	pass	warn	pass	warn	pass
Sde-ABol_015-Ex1-3B-lcwgs-1-1.clmp.r1	Sde-ABol_015-Ex1-3B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	242477.0	0.0	33-150	42.0	90.68447609312943	104.18419066550642	pass	pass	pass	pass	warn	warn	pass	warn	pass	fail	pass
Sde-ABol_015-Ex1-3B-lcwgs-1-1.clmp.r2	Sde-ABol_015-Ex1-3B-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	242477.0	0.0	33-150	42.0	92.636755590476	104.26383945693819	pass	pass	warn	pass	pass	warn	pass	warn	pass	warn	pass
Sde-ABol_016-Ex1-4B-lcwgs-1-1.clmp.r1	Sde-ABol_016-Ex1-4B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	378913.0	0.0	33-150	42.0	92.0809999008448	105.25012865750186	pass	pass	pass	pass	warn	warn	pass	warn	pass	fail	pass
Sde-ABol_016-Ex1-4B-lcwgs-1-1.clmp.r2	Sde-ABol_016-Ex1-4B-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	378913.0	0.0	33-150	42.0	93.81093192578356	105.29523927656217	pass	pass	pass	pass	pass	pass	pass	warn	pass	warn	pass
Sde-ABol_017-Ex1-5B-lcwgs-1-1.clmp.r1	Sde-ABol_017-Ex1-5B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	349225.0	0.0	33-150	42.0	93.2009535127549	97.97740711575632	pass	pass	pass	pass	warn	pass	pass	warn	pass	fail	pass
Sde-ABol_017-Ex1-5B-lcwgs-1-1.clmp.r2	Sde-ABol_017-Ex1-5B-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	349225.0	0.0	33-150	42.0	94.4808708440284	98.01067506621806	pass	pass	pass	pass	pass	pass	pass	warn	pass	warn	pass
Sde-ABol_018-Ex1-6B-lcwgs-1-1.clmp.r1	Sde-ABol_018-Ex1-6B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52822.0	0.0	33-150	48.0	90.71977585097119	106.75339820529325	pass	pass	warn	pass	warn	fail	pass	warn	pass	fail	pass
Sde-ABol_018-Ex1-6B-lcwgs-1-1.clmp.r2	Sde-ABol_018-Ex1-6B-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52822.0	0.0	33-150	48.0	93.0294195600318	106.78001590246488	pass	pass	fail	pass	warn	fail	pass	warn	pass	fail	pass
Sde-ABol_019-Ex1-7B-lcwgs-1-1.clmp.r1	Sde-ABol_019-Ex1-7B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30907.0	0.0	33-150	41.0	95.51234348205908	98.99750865499725	pass	pass	fail	pass	warn	pass	pass	warn	pass	warn	pass
Sde-ABol_019-Ex1-7B-lcwgs-1-1.clmp.r2	Sde-ABol_019-Ex1-7B-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30907.0	0.0	33-150	41.0	96.42152263241337	99.05759213123241	pass	pass	fail	pass	pass	pass	pass	warn	pass	warn	pass
Sde-ABol_020-Ex1-8B-lcwgs-1-1.clmp.r1	Sde-ABol_020-Ex1-8B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1914474.0	0.0	33-150	42.0	96.87925139396819	93.26852336464219	pass	pass	pass	pass	pass	pass	pass	warn	pass	warn	pass
Sde-ABol_020-Ex1-8B-lcwgs-1-1.clmp.r2	Sde-ABol_020-Ex1-8B-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1914474.0	0.0	33-150	42.0	97.25601443212616	93.32866938908546	pass	pass	pass	pass	pass	pass	pass	warn	pass	warn	pass
Sde-ABol_021-Ex1-9B-lcwgs-1-1.clmp.r1	Sde-ABol_021-Ex1-9B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1837.0	0.0	34-150	43.0	93.9575394665215	99.056614044638	pass	pass	fail	pass	fail	fail	pass	warn	pass	fail	pass
