Sample	Unique Reads	Duplicate Reads
Sde-ABol_013-Ex1-1B-lcwgs-1-1.clmp.r1	761631.0	26222.0
Sde-ABol_013-Ex1-1B-lcwgs-1-1.clmp.r2	765476.0	22377.0
Sde-ABol_014-Ex1-2B-lcwgs-1-1.clmp.r1	3812.0	241.0
Sde-ABol_014-Ex1-2B-lcwgs-1-1.clmp.r2	3845.0	208.0
Sde-ABol_015-Ex1-3B-lcwgs-1-1.clmp.r1	219889.0	22588.0
Sde-ABol_015-Ex1-3B-lcwgs-1-1.clmp.r2	224623.0	17854.0
Sde-ABol_016-Ex1-4B-lcwgs-1-1.clmp.r1	348907.0	30006.0
Sde-ABol_016-Ex1-4B-lcwgs-1-1.clmp.r2	355462.0	23451.0
Sde-ABol_017-Ex1-5B-lcwgs-1-1.clmp.r1	325482.0	23743.0
Sde-ABol_017-Ex1-5B-lcwgs-1-1.clmp.r2	329951.0	19274.0
Sde-ABol_018-Ex1-6B-lcwgs-1-1.clmp.r1	47921.0	4901.0
Sde-ABol_018-Ex1-6B-lcwgs-1-1.clmp.r2	49140.0	3682.0
Sde-ABol_019-Ex1-7B-lcwgs-1-1.clmp.r1	29520.0	1387.0
Sde-ABol_019-Ex1-7B-lcwgs-1-1.clmp.r2	29802.0	1105.0
Sde-ABol_020-Ex1-8B-lcwgs-1-1.clmp.r1	1854729.0	59745.0
Sde-ABol_020-Ex1-8B-lcwgs-1-1.clmp.r2	1861942.0	52532.0
Sde-ABol_021-Ex1-9B-lcwgs-1-1.clmp.r1	1726.0	111.0
Sde-ABol_021-Ex1-9B-lcwgs-1-1.clmp.r2	1764.0	73.0
Sde-ABol_022-Ex1-10B-lcwgs-1-1.clmp.r1	27063.0	1296.0
Sde-ABol_022-Ex1-10B-lcwgs-1-1.clmp.r2	27379.0	980.0
Sde-ABol_023-Ex1-11B-lcwgs-1-1.clmp.r1	69378.0	2312.0
Sde-ABol_023-Ex1-11B-lcwgs-1-1.clmp.r2	69962.0	1728.0
Sde-ABol_024-Ex1-12B-lcwgs-1-1.clmp.r1	1928.0	169.0
Sde-ABol_024-Ex1-12B-lcwgs-1-1.clmp.r2	2010.0	87.0
Sde-ABol_026-Ex1-2C-lcwgs-1-1.clmp.r1	217046.0	5414.0
Sde-ABol_026-Ex1-2C-lcwgs-1-1.clmp.r2	217766.0	4694.0
Sde-ABol_027-Ex1-3C-lcwgs-1-1.clmp.r1	291360.0	6330.0
Sde-ABol_027-Ex1-3C-lcwgs-1-1.clmp.r2	292233.0	5457.0
Sde-ABol_028-Ex1-4C-lcwgs-1-1.clmp.r1	1045156.0	24753.0
Sde-ABol_028-Ex1-4C-lcwgs-1-1.clmp.r2	1047275.0	22634.0
Sde-ABol_029-Ex1-5C-lcwgs-1-1.clmp.r1	4019.0	167.0
Sde-ABol_029-Ex1-5C-lcwgs-1-1.clmp.r2	4072.0	114.0
Sde-ABol_030-Ex1-6C-lcwgs-1-1.clmp.r1	930909.0	52251.0
Sde-ABol_030-Ex1-6C-lcwgs-1-1.clmp.r2	941911.0	41249.0
Sde-ABol_031-Ex1-7C-lcwgs-1-1.clmp.r1	116209.0	4367.0
Sde-ABol_031-Ex1-7C-lcwgs-1-1.clmp.r2	117011.0	3565.0
Sde-ABol_032-Ex1-8C-lcwgs-1-1.clmp.r1	180245.0	11630.0
Sde-ABol_032-Ex1-8C-lcwgs-1-1.clmp.r2	182455.0	9420.0
Sde-ABol_033-Ex1-9C-lcwgs-1-1.clmp.r1	9284457.0	338691.0
Sde-ABol_033-Ex1-9C-lcwgs-1-1.clmp.r2	9326149.0	296999.0
Sde-ABol_034-Ex1-10C-lcwgs-1-1.clmp.r1	3133.0	169.0
Sde-ABol_034-Ex1-10C-lcwgs-1-1.clmp.r2	3180.0	122.0
Sde-ABol_036-Ex1-12C-lcwgs-1-1.clmp.r1	6293.0	288.0
Sde-ABol_036-Ex1-12C-lcwgs-1-1.clmp.r2	6365.0	216.0
Sde-ABol_037-Ex1-1D-lcwgs-1-1.clmp.r1	212570.0	10913.0
Sde-ABol_037-Ex1-1D-lcwgs-1-1.clmp.r2	214758.0	8725.0
Sde-ABol_038-Ex1-2D-lcwgs-1-1.clmp.r1	1288.0	133.0
Sde-ABol_038-Ex1-2D-lcwgs-1-1.clmp.r2	1326.0	95.0
Sde-ABol_039-Ex1-3D-lcwgs-1-1.clmp.r1	677221.0	32791.0
Sde-ABol_039-Ex1-3D-lcwgs-1-1.clmp.r2	683592.0	26420.0
