# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	203	118
+	129	71
+	239	117
+	240	134
+	185	120
+	267	102
+	211	122
+	227	130
+	163	105
+	195	111
+	52	1
+	283	81
+	255	108
+	272	94
+	207	115
+	180	117
+	245	99
+	115	47
+	260	94
+	259	95
+	146	91
+	111	40
+	200	138
+	213	104
+	221	133
+	147	80
+	208	120
+	289	99
+	145	75
+	123	53
+	191	117
+	252	104
+	232	107
+	288	105
+	128	76
+	157	96
+	204	99
+	206	121
+	160	95
+	119	53
+	144	101
+	220	130
+	134	87
+	150	87
+	193	124
+	148	73
+	229	107
+	85	9
+	177	104
+	141	93
+	266	93
+	257	108
+	210	138
+	187	111
+	233	112
+	285	92
+	181	92
+	194	104
+	287	98
+	120	74
+	215	103
+	223	109
+	172	108
+	265	108
+	199	115
+	170	97
+	155	95
+	164	99
+	218	106
+	186	105
+	173	105
+	149	81
+	234	109
+	256	111
+	225	109
+	264	126
+	143	93
+	192	121
+	175	113
+	236	104
+	107	48
+	174	107
+	156	125
+	258	111
+	118	49
+	154	102
+	182	99
+	127	64
+	270	89
+	113	43
+	132	72
+	201	97
+	202	102
+	183	126
+	278	98
+	153	104
+	188	117
+	121	60
+	159	113
+	138	82
+	130	75
+	169	125
+	282	83
+	224	99
+	284	97
+	271	93
+	291	1
+	286	90
+	152	104
+	122	58
+	197	112
+	105	31
+	212	102
+	196	109
+	242	106
+	230	99
+	279	86
+	249	99
+	261	88
+	231	102
+	235	109
+	140	88
+	189	100
+	133	72
+	97	25
+	216	103
+	104	40
+	247	106
+	254	95
+	165	111
+	228	111
+	100	24
+	222	98
+	250	109
+	162	96
+	226	109
+	241	99
+	106	32
+	268	113
+	179	127
+	95	24
+	263	102
+	237	110
+	171	93
+	117	54
+	184	120
+	131	76
+	109	33
+	139	61
+	273	97
+	110	52
+	219	115
+	161	101
+	167	93
+	244	131
+	248	107
+	280	98
+	190	107
+	125	62
+	209	121
+	112	47
+	214	132
+	251	114
+	276	91
+	243	116
+	176	113
+	151	85
+	262	105
+	281	102
+	102	21
+	238	90
+	166	97
+	78	4
+	198	94
+	126	60
+	178	125
+	135	89
+	45	1
+	108	46
+	80	6
+	277	94
+	136	86
+	205	114
+	269	97
+	87	13
+	168	106
+	158	95
+	217	112
+	137	80
+	101	37
+	253	110
+	274	104
+	275	98
+	99	16
+	142	76
+	124	55
+	114	42
+	82	7
+	96	18
+	79	5
+	116	46
+	246	104
+	91	12
+	86	6
+	94	19
+	81	8
+	88	10
+	103	29
+	92	15
+	89	12
+	98	20
+	90	10
+	290	4
+	63	2
+	93	13
+	48	3
+	65	3
+	42	1
+	55	3
+	66	7
+	76	2
+	73	5
+	74	3
+	34	1
+	68	1
+	62	1
+	71	2
+	67	1
+	72	2
+	54	1
+	84	6
+	61	2
+	83	4
+	69	2
+	70	1
+	50	1
+	77	2
+	64	1
+	57	1
+	293	1
-	215	113
-	276	85
-	257	119
-	105	38
-	178	122
-	131	72
-	123	58
-	183	121
-	129	71
-	273	121
-	120	58
-	141	94
-	281	102
-	187	128
-	185	117
-	278	83
-	234	121
-	180	118
-	260	115
-	197	105
-	164	111
-	173	104
-	236	121
-	244	97
-	103	36
-	152	104
-	214	128
-	243	110
-	287	93
-	267	94
-	219	103
-	169	104
-	245	106
-	252	105
-	229	126
-	153	93
-	206	116
-	192	110
-	132	64
-	199	127
-	195	122
-	255	117
-	205	114
-	226	104
-	209	139
-	157	99
-	179	92
-	167	109
-	259	97
-	277	90
-	128	63
-	249	117
-	242	98
-	200	104
-	227	111
-	135	79
