pos	3pG>A
1	0.0245126423470373
2	0.0247594611930725
3	0.0176196032672112
4	0.0153768590874716
5	0.0120359812492082
6	0.0169445938676708
7	0.0177372355251489
8	0.0139618291277059
9	0.0145254194840972
10	0.0173703901656868
11	0.0155541947336191
12	0.0168201350521793
13	0.0160567587752054
14	0.0150461499557466
15	0.0140250713665136
16	0.0161701044053985
17	0.0111307867442449
18	0.0130022103757639
19	0.0136578097839583
20	0.0157280568239472
21	0.012987012987013
22	0.0126310471138057
23	0.0150587034201123
24	0.0122831454982905
25	0.013917004048583
