#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3408821	3327307	97.61	2843	0.08	762	0.02	6826	0.20	71083	2.09
Ecoli	3408821	3408796	100.00	0	0.00	0	0.00	9	0.00	16	0.00
PhiX	3408821	3408821	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3408821	3408717	100.00	0	0.00	0	0.00	0	0.00	104	0.00
Vectors	3408821	3391571	99.50	7	0.00	1	0.00	410	0.01	16832	0.49
Bacteria_24k	3408821	3336219	97.87	7885	0.23	11717	0.34	4685	0.14	48315	1.42
Protists_1k	3408821	3290083	96.52	9096	0.27	14828	0.43	7775	0.23	87039	2.55
Viruses	3408821	3363559	98.68	85	0.00	23	0.00	3876	0.11	41278	1.21
Fungi_RefSeq_release	3408821	3332077	97.75	1644	0.05	447	0.01	7646	0.22	67007	1.97
Coral	3408821	3360786	98.59	257	0.01	80	0.00	5182	0.15	42516	1.25
Bird	3408821	3346767	98.17	1591	0.05	223	0.01	8865	0.26	51375	1.51
Plant	3408821	3354965	98.43	355	0.01	75	0.00	5242	0.15	48184	1.41

%Hit_no_genomes: 95.58
