#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2426	2379	98.06	0	0.00	0	0.00	6	0.25	41	1.69
Ecoli	2426	2426	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	2426	2426	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2426	2426	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	2426	2420	99.75	0	0.00	0	0.00	0	0.00	6	0.25
Bacteria_24k	2426	2387	98.39	0	0.00	3	0.12	5	0.21	31	1.28
Protists_1k	2426	2362	97.36	2	0.08	6	0.25	0	0.00	56	2.31
Viruses	2426	2397	98.81	0	0.00	0	0.00	3	0.12	26	1.07
Fungi_RefSeq_release	2426	2376	97.94	0	0.00	0	0.00	6	0.25	44	1.81
Coral	2426	2393	98.64	1	0.04	0	0.00	1	0.04	31	1.28
Bird	2426	2386	98.36	0	0.00	0	0.00	4	0.16	36	1.48
Plant	2426	2394	98.68	0	0.00	0	0.00	5	0.21	27	1.11

%Hit_no_genomes: 97.11
