#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9429	9215	97.73	4	0.04	5	0.05	10	0.11	195	2.07
Ecoli	9429	9429	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	9429	9429	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9429	9429	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	9429	9402	99.71	0	0.00	0	0.00	1	0.01	26	0.28
Bacteria_24k	9429	9309	98.73	3	0.03	1	0.01	11	0.12	105	1.11
Protists_1k	9429	9112	96.64	27	0.29	51	0.54	8	0.08	231	2.45
Viruses	9429	9315	98.79	0	0.00	0	0.00	4	0.04	110	1.17
Fungi_RefSeq_release	9429	9215	97.73	5	0.05	1	0.01	17	0.18	191	2.03
Coral	9429	9298	98.61	0	0.00	0	0.00	9	0.10	122	1.29
Bird	9429	9263	98.25	5	0.05	0	0.00	24	0.25	137	1.45
Plant	9429	9303	98.66	1	0.01	0	0.00	14	0.15	111	1.18

%Hit_no_genomes: 96.34
