Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
Sgr-AJol_001-Ex11A-lwgs-1-1.clmp.r1r2_fastp	0.438928	0.967107	940115231.0	0.424446	98.84711809696284	1.1418079479357757
Sgr-AJol_011-Ex111A-lwgs-1-1.clmp.r1r2_fastp	0.288867	0.966468	303023034.0	0.438964	98.88416884792201	1.186631766581148
Sgr-AJol_012-Ex112A-lwgs-1-1.clmp.r1r2_fastp	0.32214499999999996	0.966158	135642823.0	0.435907	98.89037399161342	1.216973508052168
Sgr-AJol_013-Ex11B-lwgs-1-1.clmp.r1r2_fastp	0.272691	0.964309	72224005.0	0.421264	98.83009233351987	1.2110030777839955
Sgr-AJol_014-Ex12B-lwgs-1-1.clmp.r1r2_fastp	0.30964600000000003	0.967195	576963089.0	0.414249	98.83988202032045	1.253540568526168
Sgr-AJol_015-Ex13B-lwgs-1-1.clmp.r1r2_fastp	0.467843	0.967654	2021178196.0	0.410256	98.7802430741153	1.195437388268791
Sgr-AJol_016-Ex14B-lwgs-1-1.clmp.r1r2_fastp	0.332474	0.967478	917115653.0	0.415828	98.83841935077086	1.185202065557926
Sgr-AJol_017-Ex15B-lwgs-1-1.clmp.r1r2_fastp	0.40268400000000004	0.966038	854386501.0	0.428276	98.78568147802746	1.2293551705288674
Sgr-AJol_018-Ex16B-lwgs-1-1.clmp.r1r2_fastp	0.653442	0.965476	1944188617.0	0.438899	98.6779689895802	1.3185940880937783
Sgr-AJol_021-Ex19B-lwgs-1-1.clmp.r1r2_fastp	0.44012399999999996	0.966429	1117178911.0	0.442244	98.7390771942969	1.2042846382722299
Sgr-AJol_022-Ex110B-lwgs-1-1.clmp.r1r2_fastp	0.5462210000000001	0.963289	1957639106.0	0.421602	98.70340265249752	1.176542931848595
Sgr-AJol_023-Ex111B-lwgs-1-1.clmp.r1r2_fastp	0.35578200000000004	0.967253	345723980.0	0.426485	98.84440854067321	1.1853236581087854
Sgr-AJol_024-Ex112B-lwgs-1-1.clmp.r1r2_fastp	0.137404	0.964998	13184924.0	0.426946	98.71718239919078	1.6391558232562418
Sgr-AJol_025-Ex11C-lwgs-1-1.clmp.r1r2_fastp	0.291811	0.967521	462781619.0	0.41686	98.86971086334951	1.164768978293603
Sgr-AJol_026-Ex12C-lwgs-1-1.clmp.r1r2_fastp	0.312273	0.966855	1038984652.0	0.411462	98.84189429041535	1.266781618094929
Sgr-AJol_027-Ex13C-lwgs-1-1.clmp.r1r2_fastp	0.723413	0.963046	2240596452.0	0.425312	98.64538906426888	1.1923155631407878
Sgr-AJol_028-Ex14C-lwgs-1-1.clmp.r1r2_fastp	0.430775	0.966931	2465142331.0	0.416333	98.77334184560424	1.2085047451206674
Sgr-AJol_029-Ex15C-lwgs-1-1.clmp.r1r2_fastp	0.673136	0.963153	1959885621.0	0.4358	98.64529171175144	1.2434047544860303
Sgr-AJol_030-Ex16C-lwgs-1-1.clmp.r1r2_fastp	0.405524	0.965291	495627082.0	0.420599	98.80049632034033	1.2850837383431348
Sgr-AJol_031-Ex17C-lwgs-1-1.clmp.r1r2_fastp	0.62669	0.962693	1525535529.0	0.439329	98.71260107077954	1.1682442887243982
