Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Sfu-ABai_006-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	22363102	860672.0	3.8600000000000003	642.0	0.0	0.0	0.0	161.0	0.0	226500.0	1.01	826196.0	3.6900000000000004	1213902.0	5.43	507258.0	2.27	838951.0	3.75	574996.0	2.5700000000000003	692440.0	3.1	612596.0	2.74	20802157	93.02
Sfu-ABai_006-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	22363102	855944.0	3.83	666.0	0.0	0.0	0.0	19.0	0.0	223546.0	1.0	819852.0	3.66	1209583.0	5.41	503406.0	2.25	835664.0	3.74	571240.0	2.55	687859.0	3.08	609410.0	2.71	20811102	93.06
Sfu-ABai_007-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	17635356	559244.0	3.16	562.0	0.0	0.0	0.0	152.0	0.0	127157.0	0.72	589359.0	3.34	826794.0	4.68	307195.0	1.7400000000000002	543948.0	3.08	360946.0	2.04	439126.0	2.4899999999999998	377711.0	2.14	16520801	93.68
Sfu-ABai_007-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	17635356	556482.0	3.15	533.0	0.0	0.0	0.0	8.0	0.0	125312.0	0.7100000000000001	585327.0	3.31	822860.0	4.67	304458.0	1.7200000000000002	541192.0	3.0700000000000003	358960.0	2.04	436624.0	2.48	376215.0	2.13	16527855	93.72
Sfu-ABai_008-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	21132744	929621.0	4.39	510.0	0.0	0.0	0.0	95.0	0.0	244132.0	1.1500000000000001	871930.0	4.12	1230597.0	5.82	537341.0	2.54	860643.0	4.07	601829.0	2.85	716137.0	3.39	643181.0	3.05	19505522	92.3
Sfu-ABai_008-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	21132744	922891.0	4.37	481.0	0.0	0.0	0.0	22.0	0.0	239454.0	1.1300000000000001	863714.0	4.09	1224200.0	5.79	530829.0	2.51	854915.0	4.04	596578.0	2.82	709591.0	3.36	637925.0	3.02	19516089	92.35
Sfu-ABai_009-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	15424463	359665.0	2.34	247.0	0.0	0.0	0.0	156.0	0.0	58241.0	0.38	343407.0	2.23	552480.0	3.58	170988.0	1.1	349811.0	2.26	214096.0	1.39	267367.0	1.74	214596.0	1.39	14688716	95.23
Sfu-ABai_009-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	15424463	358617.0	2.33	273.0	0.0	0.0	0.0	16.0	0.0	56896.0	0.37	341607.0	2.22	551266.0	3.5700000000000003	169279.0	1.09	348342.0	2.26	212563.0	1.3699999999999999	266088.0	1.72	214120.0	1.39	14691801	95.25
Sfu-ABai_010-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	16359057	390109.0	2.39	357.0	0.0	0.0	0.0	136.0	0.0	62207.0	0.38	402807.0	2.46	636031.0	3.89	185603.0	1.13	387421.0	2.37	236185.0	1.44	297276.0	1.82	237697.0	1.45	15516565	94.85
Sfu-ABai_010-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	16359057	388907.0	2.37	373.0	0.0	0.0	0.0	8.0	0.0	61079.0	0.37	400331.0	2.45	634676.0	3.88	185447.0	1.1400000000000001	386192.0	2.36	235539.0	1.44	296877.0	1.82	237529.0	1.45	15521473	94.88
Sfu-ABai_011-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	12933124	303019.0	2.34	174.0	0.0	0.0	0.0	50.0	0.0	49936.0	0.38	250449.0	1.9300000000000002	457518.0	3.55	157064.0	1.2100000000000002	306134.0	2.3699999999999997	189115.0	1.46	232329.0	1.8	193730.0	1.49	12369239	95.64
Sfu-ABai_011-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	12933124	302465.0	2.34	177.0	0.0	0.0	0.0	9.0	0.0	48952.0	0.38	250081.0	1.9300000000000002	457281.0	3.53	156211.0	1.2000000000000002	305750.0	2.3699999999999997	188576.0	1.46	232142.0	1.79	193597.0	1.49	12369239	95.64
Sfu-ABai_012-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	17922757	583564.0	3.26	325.0	0.0	0.0	0.0	133.0	0.0	66985.0	0.38	427955.0	2.38	809818.0	4.529999999999999	294430.0	1.64	574705.0	3.21	375211.0	2.09	458655.0	2.56	382052.0	2.12	16940589	94.52
Sfu-ABai_012-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	17922757	581782.0	3.24	314.0	0.0	0.0	0.0	12.0	0.0	66357.0	0.37	426150.0	2.38	808309.0	4.51	292822.0	1.63	574106.0	3.21	373410.0	2.08	456125.0	2.55	381281.0	2.12	16944174	94.54
