pos	5pC>T
1	0.0261557875415854
2	0.0282842051456807
3	0.0163981177812634
4	0.014422323248158
5	0.0143446001648805
6	0.0183470207932902
7	0.01797902447145
8	0.0144717800289436
9	0.0193853427895981
10	0.0177831491712707
11	0.0158904971680302
12	0.0163959546429666
13	0.0133928571428571
14	0.0153624579932789
15	0.0149830836152731
16	0.0163960522126711
17	0.0158603011855175
18	0.0145297780616318
19	0.0130220740034937
20	0.0181789188327221
21	0.0115366127223201
22	0.0149710238248551
23	0.0157429718875502
24	0.0147703294919656
25	0.0150106053189754
