#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	20911331	19797320	94.67	27016	0.13	7517	0.04	87271	0.42	992207	4.74
Ecoli	20911331	20911303	100.00	0	0.00	0	0.00	6	0.00	22	0.00
PhiX	20911331	20911331	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	20911331	20911281	100.00	0	0.00	0	0.00	4	0.00	46	0.00
Vectors	20911331	20752368	99.24	45	0.00	6	0.00	4581	0.02	154331	0.74
Bacteria_24k	20911331	20312409	97.14	7012	0.03	8583	0.04	55053	0.26	528274	2.53
Protists_1k	20911331	19408028	92.82	86699	0.41	209407	1.00	33551	0.16	1173646	5.61
Viruses	20911331	20307386	97.12	809	0.00	416	0.00	53967	0.26	548753	2.62
Fungi_RefSeq_release	20911331	19829849	94.83	17007	0.08	6516	0.03	95900	0.46	962059	4.60
Coral	20911331	20304478	97.10	2282	0.01	628	0.00	74404	0.36	529539	2.53
Bird	20911331	20072692	95.99	15016	0.07	3460	0.02	103500	0.49	716663	3.43
Plant	20911331	20123912	96.24	3994	0.02	949	0.00	71603	0.34	710873	3.40

%Hit_no_genomes: 92.13
