#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5344543	5158549	96.52	3992	0.07	1428	0.03	12282	0.23	168292	3.15
Ecoli	5344543	5344520	100.00	0	0.00	0	0.00	6	0.00	17	0.00
PhiX	5344543	5344543	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5344543	5344536	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	5344543	5305163	99.26	2	0.00	3	0.00	300	0.01	39075	0.73
Bacteria_24k	5344543	5218259	97.63	2173	0.04	3641	0.07	7342	0.14	113128	2.12
Protists_1k	5344543	5094681	95.32	15266	0.29	32242	0.60	5251	0.10	197103	3.69
Viruses	5344543	5227195	97.80	109	0.00	42	0.00	6779	0.13	110418	2.07
Fungi_RefSeq_release	5344543	5158681	96.52	2845	0.05	1136	0.02	13148	0.25	168733	3.16
Coral	5344543	5222045	97.71	322	0.01	94	0.00	9690	0.18	112392	2.10
Bird	5344543	5196535	97.24	1828	0.03	251	0.00	13737	0.26	132192	2.47
Plant	5344543	5216534	97.61	486	0.01	102	0.00	9263	0.17	118158	2.21

%Hit_no_genomes: 94.90
