#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2940486	2686392	91.37	3894	0.13	1244	0.04	15364	0.52	233592	7.94
Ecoli	2940486	2940477	100.00	0	0.00	0	0.00	1	0.00	8	0.00
PhiX	2940486	2940486	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2940486	2940479	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	2940486	2899062	98.59	7	0.00	0	0.00	526	0.02	40891	1.39
Bacteria_24k	2940486	2796301	95.11	1614	0.05	1898	0.06	11552	0.39	129121	4.39
Protists_1k	2940486	2610761	88.79	14282	0.49	39444	1.34	5104	0.17	270895	9.21
Viruses	2940486	2791607	94.93	152	0.01	82	0.00	11099	0.38	137546	4.68
Fungi_RefSeq_release	2940486	2691277	91.53	2649	0.09	1101	0.04	17462	0.59	227997	7.75
Coral	2940486	2795742	95.08	280	0.01	77	0.00	15059	0.51	129328	4.40
Bird	2940486	2741310	93.22	2293	0.08	602	0.02	19362	0.66	176919	6.02
Plant	2940486	2751168	93.56	544	0.02	119	0.00	13992	0.48	174663	5.94

%Hit_no_genomes: 88.04
