#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	8172176	7942264	97.19	6060	0.07	1936	0.02	15995	0.20	205921	2.52
Ecoli	8172176	8172141	100.00	0	0.00	0	0.00	7	0.00	28	0.00
PhiX	8172176	8172176	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	8172176	8172163	100.00	0	0.00	0	0.00	1	0.00	12	0.00
Vectors	8172176	8119503	99.35	5	0.00	1	0.00	652	0.01	52015	0.64
Bacteria_24k	8172176	7993831	97.82	7542	0.09	13006	0.16	10921	0.13	146876	1.80
Protists_1k	8172176	7859072	96.16	23506	0.29	37233	0.46	10484	0.13	241881	2.96
Viruses	8172176	8025488	98.21	213	0.00	47	0.00	9592	0.12	136836	1.67
Fungi_RefSeq_release	8172176	7944861	97.23	4205	0.05	1178	0.01	17522	0.21	204410	2.50
Coral	8172176	8019639	98.14	558	0.01	133	0.00	12569	0.15	139277	1.70
Bird	8172176	7983814	97.71	2548	0.03	372	0.00	18373	0.22	167069	2.04
Plant	8172176	8003877	97.95	761	0.01	161	0.00	11809	0.14	155568	1.90

%Hit_no_genomes: 95.61
