#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	72309869	65475575	90.56	111235	0.15	37951	0.05	415756	0.57	6269352	8.67
Ecoli	72309869	72309283	100.00	0	0.00	0	0.00	140	0.00	446	0.00
PhiX	72309869	72309869	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	72309869	72309808	100.00	0	0.00	0	0.00	1	0.00	60	0.00
Vectors	72309869	71350591	98.67	152	0.00	34	0.00	18825	0.03	940267	1.30
Bacteria_24k	72309869	68058476	94.12	164316	0.23	217509	0.30	336228	0.46	3533340	4.89
Protists_1k	72309869	63265541	87.50	421059	0.58	1044056	1.44	222072	0.31	7357141	10.17
Viruses	72309869	68307165	94.47	4807	0.01	2754	0.00	327360	0.45	3667783	5.07
Fungi_RefSeq_release	72309869	65688093	90.85	78244	0.11	32237	0.04	494995	0.68	6016300	8.32
Coral	72309869	68532577	94.78	8517	0.01	2561	0.00	414302	0.57	3351912	4.64
Bird	72309869	67060384	92.74	73168	0.10	19355	0.03	658561	0.91	4498401	6.22
Plant	72309869	67382401	93.19	14119	0.02	3390	0.00	376262	0.52	4533697	6.27

%Hit_no_genomes: 86.20
