#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7080723	6682559	94.38	8021	0.11	2267	0.03	30626	0.43	357250	5.05
Ecoli	7080723	7080698	100.00	0	0.00	0	0.00	4	0.00	21	0.00
PhiX	7080723	7080723	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7080723	7080654	100.00	0	0.00	0	0.00	22	0.00	47	0.00
Vectors	7080723	7045373	99.50	7	0.00	1	0.00	724	0.01	34618	0.49
Bacteria_24k	7080723	6864038	96.94	5683	0.08	7072	0.10	19874	0.28	184056	2.60
Protists_1k	7080723	6526229	92.17	30585	0.43	82258	1.16	11733	0.17	429918	6.07
Viruses	7080723	6874557	97.10	226	0.00	143	0.00	18640	0.26	187157	2.64
Fungi_RefSeq_release	7080723	6689888	94.48	5453	0.08	2098	0.03	33580	0.47	349704	4.94
Coral	7080723	6873884	97.08	559	0.01	177	0.00	26019	0.37	180084	2.54
Bird	7080723	6786804	95.86	4403	0.06	991	0.01	34206	0.48	254319	3.59
Plant	7080723	6801825	96.06	1143	0.02	258	0.00	25589	0.36	251908	3.56

%Hit_no_genomes: 91.49
