#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7703357	7543299	97.92	5760	0.07	2436	0.03	11195	0.15	140667	1.83
Ecoli	7703357	7703352	100.00	0	0.00	0	0.00	4	0.00	1	0.00
PhiX	7703357	7703357	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7703357	7703323	100.00	0	0.00	0	0.00	3	0.00	31	0.00
Vectors	7703357	7693818	99.87	8	0.00	0	0.00	509	0.01	9022	0.12
Bacteria_24k	7703357	7592764	98.57	1657	0.02	3054	0.04	9531	0.12	96351	1.25
Protists_1k	7703357	7465617	96.91	15300	0.20	33746	0.44	5692	0.07	183002	2.38
Viruses	7703357	7610412	98.80	183	0.00	147	0.00	14190	0.18	78425	1.02
Fungi_RefSeq_release	7703357	7535182	97.81	3791	0.05	2830	0.04	14593	0.19	146961	1.91
Coral	7703357	7620269	98.92	466	0.01	204	0.00	7765	0.10	74653	0.97
Bird	7703357	7581170	98.41	3799	0.05	877	0.01	20461	0.27	97050	1.26
Plant	7703357	7618021	98.88	450	0.01	104	0.00	10417	0.14	74365	0.97

%Hit_no_genomes: 96.48
