#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1087049	1070161	98.44	602	0.06	161	0.01	1374	0.13	14751	1.36
Ecoli	1087049	1087048	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	1087049	1087049	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1087049	1087048	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	1087049	1086599	99.96	0	0.00	0	0.00	41	0.00	409	0.04
Bacteria_24k	1087049	1075445	98.94	256	0.02	471	0.04	841	0.08	10036	0.92
Protists_1k	1087049	1060955	97.60	2119	0.19	3955	0.36	718	0.07	19302	1.78
Viruses	1087049	1078172	99.19	12	0.00	17	0.00	1246	0.11	7602	0.70
Fungi_RefSeq_release	1087049	1069156	98.36	343	0.03	221	0.02	1635	0.15	15694	1.44
Coral	1087049	1075553	98.94	94	0.01	26	0.00	1042	0.10	10334	0.95
Bird	1087049	1073587	98.76	316	0.03	66	0.01	1509	0.14	11571	1.06
Plant	1087049	1075954	98.98	79	0.01	26	0.00	1154	0.11	9836	0.90

%Hit_no_genomes: 97.29
