#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2665469	2536585	95.17	20196	0.76	5453	0.20	7214	0.27	96021	3.60
Ecoli	2665469	2665382	100.00	0	0.00	0	0.00	13	0.00	74	0.00
PhiX	2665469	2665469	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2665469	2665406	100.00	0	0.00	0	0.00	2	0.00	61	0.00
Vectors	2665469	2661672	99.85	13	0.00	0	0.00	415	0.02	3369	0.13
Bacteria_24k	2665469	2551007	95.71	10983	0.41	19404	0.73	5453	0.20	78622	2.95
Protists_1k	2665469	2511355	94.21	14365	0.54	14932	0.56	9789	0.37	115028	4.32
Viruses	2665469	2599283	97.52	117	0.00	257	0.01	4481	0.17	61331	2.30
Fungi_RefSeq_release	2665469	2562280	96.12	2368	0.09	418	0.02	9326	0.35	91077	3.42
Coral	2665469	2588054	97.10	363	0.01	78	0.00	5851	0.22	71123	2.67
Bird	2665469	2578441	96.74	1017	0.04	102	0.00	7034	0.26	78875	2.96
Plant	2665469	2597117	97.43	476	0.02	64	0.00	5772	0.22	62040	2.33

%Hit_no_genomes: 91.81
