#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	36418	35684	97.98	36	0.10	14	0.04	43	0.12	641	1.76
Ecoli	36418	36415	99.99	0	0.00	0	0.00	2	0.01	1	0.00
PhiX	36418	36418	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	36418	36418	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	36418	36395	99.94	0	0.00	0	0.00	1	0.00	22	0.06
Bacteria_24k	36418	35706	98.03	75	0.21	90	0.25	31	0.09	516	1.42
Protists_1k	36418	35374	97.13	75	0.21	114	0.31	66	0.18	789	2.17
Viruses	36418	35968	98.77	0	0.00	16	0.04	50	0.14	384	1.05
Fungi_RefSeq_release	36418	35704	98.04	12	0.03	5	0.01	65	0.18	632	1.74
Coral	36418	35980	98.79	2	0.01	0	0.00	28	0.08	408	1.12
Bird	36418	35852	98.45	9	0.02	2	0.01	69	0.19	486	1.33
Plant	36418	36008	98.88	1	0.00	0	0.00	36	0.10	373	1.02

%Hit_no_genomes: 96.33
