#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	28349	27862	98.28	61	0.22	12	0.04	22	0.08	392	1.38
Ecoli	28349	28347	99.99	0	0.00	0	0.00	0	0.00	2	0.01
PhiX	28349	28349	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	28349	28349	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	28349	28329	99.93	0	0.00	0	0.00	1	0.00	19	0.07
Bacteria_24k	28349	27371	96.55	190	0.67	291	1.03	49	0.17	448	1.58
Protists_1k	28349	27466	96.89	102	0.36	100	0.35	124	0.44	557	1.96
Viruses	28349	28077	99.04	3	0.01	2	0.01	26	0.09	241	0.85
Fungi_RefSeq_release	28349	27928	98.51	4	0.01	2	0.01	36	0.13	379	1.34
Coral	28349	28071	99.02	4	0.01	2	0.01	18	0.06	254	0.90
Bird	28349	28009	98.81	9	0.03	1	0.00	40	0.14	290	1.02
Plant	28349	28091	99.10	1	0.00	0	0.00	18	0.06	239	0.84

%Hit_no_genomes: 94.78
