#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	116126	114090	98.25	73	0.06	30	0.03	164	0.14	1769	1.52
Ecoli	116126	116123	100.00	0	0.00	0	0.00	1	0.00	2	0.00
PhiX	116126	116126	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	116126	116126	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	116126	116054	99.94	0	0.00	0	0.00	1	0.00	71	0.06
Bacteria_24k	116126	114262	98.39	127	0.11	293	0.25	113	0.10	1331	1.15
Protists_1k	116126	112883	97.21	279	0.24	406	0.35	153	0.13	2405	2.07
Viruses	116126	114998	99.03	9	0.01	11	0.01	168	0.14	940	0.81
Fungi_RefSeq_release	116126	114032	98.19	48	0.04	20	0.02	180	0.16	1846	1.59
Coral	116126	114870	98.92	5	0.00	1	0.00	100	0.09	1150	0.99
Bird	116126	114532	98.62	33	0.03	9	0.01	216	0.19	1336	1.15
Plant	116126	114865	98.92	12	0.01	5	0.00	156	0.13	1088	0.94

%Hit_no_genomes: 96.56
