#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	309482	303529	98.08	254	0.08	52	0.02	474	0.15	5173	1.67
Ecoli	309482	309479	100.00	0	0.00	0	0.00	0	0.00	3	0.00
PhiX	309482	309482	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	309482	309482	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	309482	309034	99.85	0	0.00	0	0.00	20	0.01	428	0.14
Bacteria_24k	309482	304215	98.30	348	0.11	569	0.18	265	0.09	4085	1.32
Protists_1k	309482	300844	97.21	931	0.30	1074	0.35	413	0.13	6220	2.01
Viruses	309482	305829	98.82	2	0.00	9	0.00	279	0.09	3363	1.09
Fungi_RefSeq_release	309482	303642	98.11	148	0.05	37	0.01	455	0.15	5200	1.68
Coral	309482	305165	98.61	28	0.01	6	0.00	376	0.12	3907	1.26
Bird	309482	304551	98.42	77	0.02	9	0.00	479	0.15	4366	1.41
Plant	309482	305637	98.76	28	0.01	7	0.00	320	0.10	3490	1.13

%Hit_no_genomes: 96.64
