#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2840504	2804782	98.74	1709	0.06	532	0.02	3066	0.11	30415	1.07
Ecoli	2840504	2840496	100.00	0	0.00	0	0.00	0	0.00	8	0.00
PhiX	2840504	2840504	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2840504	2840502	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	2840504	2838415	99.93	2	0.00	0	0.00	124	0.00	1963	0.07
Bacteria_24k	2840504	2809358	98.90	2030	0.07	5077	0.18	1985	0.07	22054	0.78
Protists_1k	2840504	2784671	98.03	4716	0.17	8559	0.30	3208	0.11	39350	1.39
Viruses	2840504	2822472	99.37	54	0.00	39	0.00	2910	0.10	15029	0.53
Fungi_RefSeq_release	2840504	2805649	98.78	991	0.03	597	0.02	3537	0.12	29730	1.05
Coral	2840504	2820811	99.30	175	0.01	57	0.00	1953	0.07	17508	0.62
Bird	2840504	2813617	99.06	960	0.03	253	0.01	4383	0.15	21291	0.75
Plant	2840504	2822966	99.39	135	0.00	30	0.00	2490	0.09	14883	0.52

%Hit_no_genomes: 97.52
