#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	88794	87073	98.06	186	0.21	56	0.06	89	0.10	1390	1.57
Ecoli	88794	88789	100.00	0	0.00	0	0.00	1	0.00	4	0.00
PhiX	88794	88794	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	88794	88793	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	88794	88731	99.93	0	0.00	0	0.00	3	0.00	60	0.07
Bacteria_24k	88794	86463	97.38	322	0.36	577	0.65	101	0.11	1331	1.50
Protists_1k	88794	86188	97.07	238	0.27	277	0.31	258	0.29	1833	2.06
Viruses	88794	87802	98.88	3	0.00	17	0.02	86	0.10	886	1.00
Fungi_RefSeq_release	88794	87254	98.27	31	0.03	15	0.02	126	0.14	1368	1.54
Coral	88794	87784	98.86	8	0.01	1	0.00	67	0.08	934	1.05
Bird	88794	87583	98.64	24	0.03	3	0.00	134	0.15	1050	1.18
Plant	88794	87843	98.93	12	0.01	7	0.01	85	0.10	847	0.95

%Hit_no_genomes: 95.58
