#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3532805	3431239	97.13	5406	0.15	1542	0.04	8145	0.23	86473	2.45
Ecoli	3532805	3532765	100.00	0	0.00	0	0.00	8	0.00	32	0.00
PhiX	3532805	3532805	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3532805	3532802	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	3532805	3529484	99.91	3	0.00	0	0.00	447	0.01	2871	0.08
Bacteria_24k	3532805	3441778	97.42	6599	0.19	11808	0.33	5242	0.15	67378	1.91
Protists_1k	3532805	3384991	95.81	15785	0.45	18037	0.51	7291	0.21	106701	3.02
Viruses	3532805	3473107	98.32	129	0.00	436	0.01	4679	0.13	54454	1.54
Fungi_RefSeq_release	3532805	3432727	97.17	2787	0.08	523	0.01	9370	0.27	87398	2.47
Coral	3532805	3461102	97.98	434	0.01	95	0.00	6497	0.18	64677	1.83
Bird	3532805	3450282	97.67	1220	0.03	156	0.00	7982	0.23	73165	2.07
Plant	3532805	3470947	98.25	562	0.02	72	0.00	6305	0.18	54919	1.55

%Hit_no_genomes: 94.83
