#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1914039	1882431	98.35	1065	0.06	342	0.02	2558	0.13	27643	1.44
Ecoli	1914039	1914038	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	1914039	1914039	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1914039	1914035	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	1914039	1912228	99.91	1	0.00	0	0.00	85	0.00	1725	0.09
Bacteria_24k	1914039	1893182	98.91	530	0.03	864	0.05	1570	0.08	17893	0.93
Protists_1k	1914039	1866621	97.52	3931	0.21	7420	0.39	1344	0.07	34723	1.81
Viruses	1914039	1897178	99.12	28	0.00	146	0.01	2045	0.11	14642	0.76
Fungi_RefSeq_release	1914039	1881646	98.31	768	0.04	429	0.02	3046	0.16	28150	1.47
Coral	1914039	1895191	99.01	103	0.01	27	0.00	1721	0.09	16997	0.89
Bird	1914039	1889547	98.72	579	0.03	162	0.01	3117	0.16	20634	1.08
Plant	1914039	1896917	99.11	103	0.01	25	0.00	1977	0.10	15017	0.78

%Hit_no_genomes: 97.19
