#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1714266	1674077	97.65	15002	0.88	3709	0.22	1781	0.10	19697	1.15
Ecoli	1714266	1714193	100.00	0	0.00	0	0.00	23	0.00	50	0.00
PhiX	1714266	1714266	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1714266	1714263	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	1714266	1713431	99.96	1	0.00	0	0.00	77	0.00	757	0.04
Bacteria_24k	1714266	1642622	95.83	13954	0.81	27154	1.58	2008	0.12	28528	1.66
Protists_1k	1714266	1662778	97.00	5218	0.30	3710	0.22	11887	0.69	30673	1.79
Viruses	1714266	1703317	99.36	102	0.01	78	0.00	1202	0.07	9567	0.56
Fungi_RefSeq_release	1714266	1695370	98.90	693	0.04	221	0.01	2969	0.17	15013	0.88
Coral	1714266	1702341	99.30	100	0.01	18	0.00	1178	0.07	10629	0.62
Bird	1714266	1700240	99.18	355	0.02	33	0.00	1997	0.12	11641	0.68
Plant	1714266	1697954	99.05	2972	0.17	2882	0.17	1128	0.07	9330	0.54

%Hit_no_genomes: 93.01
