#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	836698	815725	97.48	555	0.07	210	0.03	1334	0.16	18874	2.26
Ecoli	836698	836688	100.00	0	0.00	0	0.00	2	0.00	8	0.00
PhiX	836698	836698	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	836698	836698	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	836698	835896	99.91	2	0.00	0	0.00	117	0.01	683	0.08
Bacteria_24k	836698	816903	97.64	1665	0.20	2007	0.24	949	0.11	15174	1.81
Protists_1k	836698	806946	96.45	2447	0.29	3215	0.38	1367	0.16	22723	2.72
Viruses	836698	825072	98.61	19	0.00	314	0.04	1349	0.16	9944	1.19
Fungi_RefSeq_release	836698	815302	97.45	403	0.05	94	0.01	1531	0.18	19368	2.31
Coral	836698	821051	98.13	55	0.01	28	0.00	1124	0.13	14440	1.73
Bird	836698	818894	97.88	199	0.02	37	0.00	1496	0.18	16072	1.92
Plant	836698	825715	98.69	76	0.01	7	0.00	1274	0.15	9626	1.15

%Hit_no_genomes: 95.69
