#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	69875	68382	97.87	359	0.51	118	0.17	65	0.09	951	1.36
Ecoli	69875	69875	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	69875	69875	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	69875	69873	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	69875	69838	99.94	0	0.00	0	0.00	4	0.01	33	0.05
Bacteria_24k	69875	66621	95.35	643	0.92	1134	1.62	93	0.13	1384	1.98
Protists_1k	69875	67400	96.46	298	0.43	205	0.29	442	0.63	1530	2.19
Viruses	69875	69206	99.05	16	0.02	15	0.02	69	0.10	569	0.81
Fungi_RefSeq_release	69875	68865	98.56	29	0.04	13	0.02	92	0.13	876	1.25
Coral	69875	69246	99.10	3	0.00	0	0.00	42	0.06	584	0.84
Bird	69875	69110	98.91	15	0.02	7	0.01	92	0.13	651	0.93
Plant	69875	69274	99.14	7	0.01	2	0.00	71	0.10	521	0.75

%Hit_no_genomes: 93.03
