#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1627788	1604011	98.54	866	0.05	264	0.02	2094	0.13	20553	1.26
Ecoli	1627788	1627786	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	1627788	1627788	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1627788	1627787	100.00	0	0.00	0	0.00	1	0.00	0	0.00
Vectors	1627788	1627009	99.96	0	0.00	0	0.00	67	0.00	712	0.04
Bacteria_24k	1627788	1612791	99.08	371	0.02	487	0.03	1138	0.07	13001	0.80
Protists_1k	1627788	1592144	97.82	3249	0.20	5430	0.33	1040	0.06	25925	1.59
Viruses	1627788	1615773	99.26	31	0.00	12	0.00	1889	0.12	10083	0.62
Fungi_RefSeq_release	1627788	1603668	98.51	603	0.04	284	0.02	2463	0.15	20770	1.28
Coral	1627788	1613227	99.11	122	0.01	43	0.00	1456	0.09	12940	0.79
Bird	1627788	1609285	98.85	475	0.03	95	0.01	2524	0.16	15409	0.95
Plant	1627788	1614463	99.18	99	0.01	20	0.00	1676	0.10	11530	0.71

%Hit_no_genomes: 97.51
